Wind power SE in MWh;;;;;;
Data was last updated 22-12-2017;;;;;;
;Hours;SE1;SE2;SE3;SE4;SE
02.01.2016;23 - 00;86;286;660;1000;2032
03.01.2016;00 - 01;88;322;596;994;1999
03.01.2016;01 - 02;81;300;506;957;1843
03.01.2016;02 - 03;82;278;444;932;1736
03.01.2016;03 - 04;70;275;436;914;1695
03.01.2016;04 - 05;56;263;446;877;1643
03.01.2016;05 - 06;45;247;443;824;1559
03.01.2016;06 - 07;35;197;422;785;1439
03.01.2016;07 - 08;29;154;384;759;1326
03.01.2016;08 - 09;25;119;355;755;1254
03.01.2016;09 - 10;23;102;342;736;1203
03.01.2016;10 - 11;25;88;342;736;1191
03.01.2016;11 - 12;32;104;336;748;1220
03.01.2016;12 - 13;44;153;333;763;1294
03.01.2016;13 - 14;63;144;310;741;1258
03.01.2016;14 - 15;57;122;286;712;1178
03.01.2016;15 - 16;69;133;280;712;1194
03.01.2016;16 - 17;79;165;271;699;1214
03.01.2016;17 - 18;82;187;307;704;1281
03.01.2016;18 - 19;87;206;309;668;1271
03.01.2016;19 - 20;112;262;301;643;1318
03.01.2016;20 - 21;143;299;296;613;1351
03.01.2016;21 - 22;185;323;290;595;1392
03.01.2016;22 - 23;236;340;300;596;1471
03.01.2016;23 - 00;247;396;277;592;1512
04.01.2016;00 - 01;223;448;238;588;1496
04.01.2016;01 - 02;232;446;242;565;1484
04.01.2016;02 - 03;215;501;269;607;1593
04.01.2016;03 - 04;209;602;281;621;1713
04.01.2016;04 - 05;179;611;303;623;1717
04.01.2016;05 - 06;182;676;314;640;1812
04.01.2016;06 - 07;161;783;293;624;1861
04.01.2016;07 - 08;161;766;311;621;1859
04.01.2016;08 - 09;154;686;338;645;1823
04.01.2016;09 - 10;148;671;332;667;1818
04.01.2016;10 - 11;157;716;339;696;1908
04.01.2016;11 - 12;157;763;335;763;2018
04.01.2016;12 - 13;173;832;338;793;2136
04.01.2016;13 - 14;176;827;340;769;2112
04.01.2016;14 - 15;206;818;361;732;2119
04.01.2016;15 - 16;216;876;469;663;2224
04.01.2016;16 - 17;208;908;587;616;2319
04.01.2016;17 - 18;192;892;652;660;2396
04.01.2016;18 - 19;174;827;628;674;2303
04.01.2016;19 - 20;176;799;559;680;2215
04.01.2016;20 - 21;154;672;487;696;2009
04.01.2016;21 - 22;160;595;449;645;1848
04.01.2016;22 - 23;165;501;430;661;1757
04.01.2016;23 - 00;157;475;457;657;1746
05.01.2016;00 - 01;162;490;442;615;1710
05.01.2016;01 - 02;173;441;439;562;1616
05.01.2016;02 - 03;183;424;402;558;1566
05.01.2016;03 - 04;196;410;406;543;1554
05.01.2016;04 - 05;216;384;403;522;1525
05.01.2016;05 - 06;219;368;436;446;1470
05.01.2016;06 - 07;231;380;459;468;1538
05.01.2016;07 - 08;233;364;477;503;1577
05.01.2016;08 - 09;230;363;465;485;1543
05.01.2016;09 - 10;217;378;427;496;1518
05.01.2016;10 - 11;207;401;380;421;1409
05.01.2016;11 - 12;174;422;324;410;1330
05.01.2016;12 - 13;136;492;297;405;1331
05.01.2016;13 - 14;127;457;302;391;1277
05.01.2016;14 - 15;129;460;343;391;1323
05.01.2016;15 - 16;124;461;424;386;1395
05.01.2016;16 - 17;104;443;459;474;1480
05.01.2016;17 - 18;95;447;497;492;1532
05.01.2016;18 - 19;91;392;528;538;1550
05.01.2016;19 - 20;76;320;549;579;1524
05.01.2016;20 - 21;60;298;586;498;1442
05.01.2016;21 - 22;46;250;607;469;1372
05.01.2016;22 - 23;45;225;601;486;1357
05.01.2016;23 - 00;56;202;593;531;1382
06.01.2016;00 - 01;49;159;617;571;1396
06.01.2016;01 - 02;44;146;615;579;1384
06.01.2016;02 - 03;36;143;566;554;1300
06.01.2016;03 - 04;38;124;561;589;1312
06.01.2016;04 - 05;38;125;594;592;1349
06.01.2016;05 - 06;43;115;573;603;1333
06.01.2016;06 - 07;45;106;528;592;1270
06.01.2016;07 - 08;48;87;477;554;1166
06.01.2016;08 - 09;49;76;403;552;1080
06.01.2016;09 - 10;51;71;353;516;991
06.01.2016;10 - 11;49;65;298;495;907
06.01.2016;11 - 12;45;61;200;439;745
06.01.2016;12 - 13;48;66;151;433;698
06.01.2016;13 - 14;51;83;134;446;713
06.01.2016;14 - 15;55;85;144;480;764
06.01.2016;15 - 16;58;99;197;523;877
06.01.2016;16 - 17;55;107;272;592;1026
06.01.2016;17 - 18;48;113;338;610;1109
06.01.2016;18 - 19;49;108;367;580;1104
06.01.2016;19 - 20;42;104;332;615;1093
06.01.2016;20 - 21;36;107;305;605;1053
06.01.2016;21 - 22;36;99;293;584;1012
06.01.2016;22 - 23;34;92;330;553;1009
06.01.2016;23 - 00;31;92;353;533;1008
07.01.2016;00 - 01;32;122;360;530;1045
07.01.2016;01 - 02;23;124;411;572;1130
07.01.2016;02 - 03;24;118;437;586;1165
07.01.2016;03 - 04;23;118;428;576;1144
07.01.2016;04 - 05;21;97;442;562;1122
07.01.2016;05 - 06;23;95;435;543;1097
07.01.2016;06 - 07;23;87;431;473;1014
07.01.2016;07 - 08;25;82;425;404;937
07.01.2016;08 - 09;26;94;444;322;885
07.01.2016;09 - 10;28;99;448;335;910
07.01.2016;10 - 11;32;105;465;365;967
07.01.2016;11 - 12;27;111;488;442;1067
07.01.2016;12 - 13;27;113;444;497;1081
07.01.2016;13 - 14;36;123;422;525;1105
07.01.2016;14 - 15;39;200;430;542;1211
07.01.2016;15 - 16;49;238;464;599;1351
07.01.2016;16 - 17;64;260;476;676;1476
07.01.2016;17 - 18;68;288;449;793;1599
07.01.2016;18 - 19;75;308;461;887;1731
07.01.2016;19 - 20;91;295;550;960;1897
07.01.2016;20 - 21;90;317;625;996;2028
07.01.2016;21 - 22;87;313;614;977;1991
07.01.2016;22 - 23;104;327;573;996;2000
07.01.2016;23 - 00;125;331;622;998;2076
08.01.2016;00 - 01;152;321;716;993;2182
08.01.2016;01 - 02;144;323;752;981;2199
08.01.2016;02 - 03;161;332;786;1006;2285
08.01.2016;03 - 04;164;354;822;1016;2356
08.01.2016;04 - 05;159;343;846;1028;2376
08.01.2016;05 - 06;159;336;871;1054;2419
08.01.2016;06 - 07;177;335;868;1032;2412
08.01.2016;07 - 08;178;342;864;1039;2422
08.01.2016;08 - 09;191;364;869;1040;2464
08.01.2016;09 - 10;198;343;841;979;2361
08.01.2016;10 - 11;202;312;811;912;2236
08.01.2016;11 - 12;205;278;750;849;2081
08.01.2016;12 - 13;200;270;719;790;1978
08.01.2016;13 - 14;206;293;710;765;1975
08.01.2016;14 - 15;240;322;702;685;1949
08.01.2016;15 - 16;238;360;680;614;1892
08.01.2016;16 - 17;231;395;649;560;1835
08.01.2016;17 - 18;235;385;594;493;1708
08.01.2016;18 - 19;240;360;530;449;1580
08.01.2016;19 - 20;238;322;474;379;1413
08.01.2016;20 - 21;209;277;438;338;1261
08.01.2016;21 - 22;188;249;399;307;1143
08.01.2016;22 - 23;179;226;391;257;1053
08.01.2016;23 - 00;153;200;403;228;984
09.01.2016;00 - 01;135;178;414;214;941
09.01.2016;01 - 02;116;191;418;190;915
09.01.2016;02 - 03;111;187;438;163;900
09.01.2016;03 - 04;104;184;466;143;898
09.01.2016;04 - 05;93;174;445;111;823
09.01.2016;05 - 06;97;174;431;104;806
09.01.2016;06 - 07;89;145;438;107;779
09.01.2016;07 - 08;82;130;440;117;769
09.01.2016;08 - 09;80;108;446;120;754
09.01.2016;09 - 10;66;100;474;141;781
09.01.2016;10 - 11;67;67;506;167;808
09.01.2016;11 - 12;56;52;530;193;831
09.01.2016;12 - 13;52;53;534;236;875
09.01.2016;13 - 14;62;50;535;239;886
09.01.2016;14 - 15;59;42;581;259;941
09.01.2016;15 - 16;50;35;657;267;1009
09.01.2016;16 - 17;49;31;691;326;1096
09.01.2016;17 - 18;48;23;730;389;1191
09.01.2016;18 - 19;36;29;782;462;1309
09.01.2016;19 - 20;38;23;811;491;1362
09.01.2016;20 - 21;36;20;833;522;1410
09.01.2016;21 - 22;32;21;838;537;1428
09.01.2016;22 - 23;25;22;877;500;1425
09.01.2016;23 - 00;23;24;899;524;1471
10.01.2016;00 - 01;26;25;909;598;1559
10.01.2016;01 - 02;25;32;925;681;1662
10.01.2016;02 - 03;26;47;938;721;1732
10.01.2016;03 - 04;24;65;937;788;1814
10.01.2016;04 - 05;20;86;951;836;1893
10.01.2016;05 - 06;15;98;990;872;1975
10.01.2016;06 - 07;13;103;1063;891;2070
10.01.2016;07 - 08;12;129;1057;928;2126
10.01.2016;08 - 09;7;153;1081;964;2205
10.01.2016;09 - 10;3;210;1107;975;2296
10.01.2016;10 - 11;2;285;1159;973;2419
10.01.2016;11 - 12;2;382;1222;981;2587
10.01.2016;12 - 13;1;487;1206;933;2627
10.01.2016;13 - 14;1;571;1126;900;2599
10.01.2016;14 - 15;1;679;1117;906;2704
10.01.2016;15 - 16;1;785;1159;891;2837
10.01.2016;16 - 17;1;876;1187;875;2938
10.01.2016;17 - 18;0;889;1184;756;2830
10.01.2016;18 - 19;1;915;1052;616;2585
10.01.2016;19 - 20;1;949;927;469;2346
10.01.2016;20 - 21;4;964;838;411;2216
10.01.2016;21 - 22;4;970;760;381;2115
10.01.2016;22 - 23;4;949;692;388;2032
10.01.2016;23 - 00;13;986;636;350;1985
11.01.2016;00 - 01;21;1008;572;325;1926
11.01.2016;01 - 02;26;1001;520;299;1846
11.01.2016;02 - 03;35;1060;463;246;1805
11.01.2016;03 - 04;48;972;393;235;1648
11.01.2016;04 - 05;74;935;345;290;1643
11.01.2016;05 - 06;87;980;279;339;1685
11.01.2016;06 - 07;100;932;232;326;1590
11.01.2016;07 - 08;120;972;197;275;1564
11.01.2016;08 - 09;124;916;210;242;1493
11.01.2016;09 - 10;116;863;233;199;1411
11.01.2016;10 - 11;111;816;225;148;1300
11.01.2016;11 - 12;124;793;223;110;1250
11.01.2016;12 - 13;151;734;209;79;1172
11.01.2016;13 - 14;193;675;175;47;1091
11.01.2016;14 - 15;217;620;151;37;1025
11.01.2016;15 - 16;222;610;131;25;989
11.01.2016;16 - 17;240;634;107;37;1017
11.01.2016;17 - 18;231;645;100;63;1038
11.01.2016;18 - 19;217;580;93;73;964
11.01.2016;19 - 20;212;591;88;84;974
11.01.2016;20 - 21;212;651;75;111;1050
11.01.2016;21 - 22;211;642;79;105;1037
11.01.2016;22 - 23;212;651;87;98;1048
11.01.2016;23 - 00;231;684;84;89;1088
12.01.2016;00 - 01;242;722;89;67;1120
12.01.2016;01 - 02;254;674;99;67;1094
12.01.2016;02 - 03;242;668;106;73;1090
12.01.2016;03 - 04;243;651;121;83;1098
12.01.2016;04 - 05;234;597;127;80;1038
12.01.2016;05 - 06;225;579;132;81;1017
12.01.2016;06 - 07;221;565;165;81;1031
12.01.2016;07 - 08;219;610;182;75;1087
12.01.2016;08 - 09;219;646;215;96;1176
12.01.2016;09 - 10;220;664;239;74;1197
12.01.2016;10 - 11;214;657;250;53;1174
12.01.2016;11 - 12;211;673;235;43;1162
12.01.2016;12 - 13;211;698;251;72;1233
12.01.2016;13 - 14;201;675;293;112;1282
12.01.2016;14 - 15;193;650;322;115;1281
12.01.2016;15 - 16;192;670;374;126;1363
12.01.2016;16 - 17;177;708;463;141;1490
12.01.2016;17 - 18;159;693;533;147;1533
12.01.2016;18 - 19;147;668;537;162;1514
12.01.2016;19 - 20;152;678;532;197;1559
12.01.2016;20 - 21;159;708;537;230;1634
12.01.2016;21 - 22;153;759;534;262;1708
12.01.2016;22 - 23;142;777;533;303;1756
12.01.2016;23 - 00;126;768;542;323;1759
13.01.2016;00 - 01;128;787;569;330;1815
13.01.2016;01 - 02;132;798;593;401;1924
13.01.2016;02 - 03;146;791;631;468;2036
13.01.2016;03 - 04;156;679;644;513;1992
13.01.2016;04 - 05;168;585;624;514;1891
13.01.2016;05 - 06;171;570;585;513;1840
13.01.2016;06 - 07;179;570;605;525;1879
13.01.2016;07 - 08;177;580;629;472;1858
13.01.2016;08 - 09;186;595;648;433;1862
13.01.2016;09 - 10;195;578;649;383;1805
13.01.2016;10 - 11;208;576;611;335;1730
13.01.2016;11 - 12;219;598;571;327;1715
13.01.2016;12 - 13;221;594;568;284;1667
13.01.2016;13 - 14;223;596;575;288;1683
13.01.2016;14 - 15;232;582;595;320;1729
13.01.2016;15 - 16;242;608;624;315;1790
13.01.2016;16 - 17;252;643;635;316;1846
13.01.2016;17 - 18;267;696;638;319;1920
13.01.2016;18 - 19;260;764;648;294;1967
13.01.2016;19 - 20;276;790;624;298;1988
13.01.2016;20 - 21;299;814;614;274;2001
13.01.2016;21 - 22;324;832;602;248;2005
13.01.2016;22 - 23;340;816;618;229;2002
13.01.2016;23 - 00;344;822;604;223;1994
14.01.2016;00 - 01;343;861;589;227;2020
14.01.2016;01 - 02;343;886;568;223;2021
14.01.2016;02 - 03;334;903;563;220;2020
14.01.2016;03 - 04;333;905;561;205;2003
14.01.2016;04 - 05;329;866;565;210;1970
14.01.2016;05 - 06;350;791;536;200;1877
14.01.2016;06 - 07;345;808;516;204;1872
14.01.2016;07 - 08;357;818;509;220;1904
14.01.2016;08 - 09;357;761;458;231;1806
14.01.2016;09 - 10;341;820;424;224;1808
14.01.2016;10 - 11;338;795;418;201;1752
14.01.2016;11 - 12;344;754;395;152;1645
14.01.2016;12 - 13;335;745;349;157;1585
14.01.2016;13 - 14;339;725;285;157;1507
14.01.2016;14 - 15;352;729;299;161;1542
14.01.2016;15 - 16;370;748;331;192;1641
14.01.2016;16 - 17;395;755;362;230;1742
14.01.2016;17 - 18;412;786;383;257;1838
14.01.2016;18 - 19;424;758;409;273;1865
14.01.2016;19 - 20;424;715;412;256;1806
14.01.2016;20 - 21;425;778;354;260;1817
14.01.2016;21 - 22;420;788;287;256;1750
14.01.2016;22 - 23;410;817;257;267;1751
14.01.2016;23 - 00;407;870;239;273;1790
15.01.2016;00 - 01;402;916;221;277;1816
15.01.2016;01 - 02;399;929;232;255;1814
15.01.2016;02 - 03;399;943;228;255;1826
15.01.2016;03 - 04;399;952;239;276;1867
15.01.2016;04 - 05;396;971;246;317;1929
15.01.2016;05 - 06;365;971;248;340;1924
15.01.2016;06 - 07;331;1011;271;352;1965
15.01.2016;07 - 08;349;1044;257;338;1988
15.01.2016;08 - 09;339;1047;234;325;1944
15.01.2016;09 - 10;320;1090;252;277;1938
15.01.2016;10 - 11;288;1097;225;206;1815
15.01.2016;11 - 12;246;1116;222;130;1714
15.01.2016;12 - 13;235;1100;248;87;1669
15.01.2016;13 - 14;240;1067;259;68;1634
15.01.2016;14 - 15;264;1067;287;49;1666
15.01.2016;15 - 16;253;1066;333;46;1699
15.01.2016;16 - 17;255;1022;355;63;1695
15.01.2016;17 - 18;273;1066;353;96;1788
15.01.2016;18 - 19;271;1083;375;112;1842
15.01.2016;19 - 20;323;1069;371;138;1901
15.01.2016;20 - 21;321;1102;380;110;1912
15.01.2016;21 - 22;351;1106;383;111;1950
15.01.2016;22 - 23;370;1124;388;102;1985
15.01.2016;23 - 00;343;1068;391;115;1917
16.01.2016;00 - 01;319;1123;395;150;1987
16.01.2016;01 - 02;312;1115;391;128;1947
16.01.2016;02 - 03;310;1109;404;95;1918
16.01.2016;03 - 04;314;1145;419;93;1971
16.01.2016;04 - 05;320;1042;405;94;1862
16.01.2016;05 - 06;323;1069;404;89;1885
16.01.2016;06 - 07;335;1065;417;70;1887
16.01.2016;07 - 08;357;1012;447;68;1885
16.01.2016;08 - 09;376;968;483;66;1893
16.01.2016;09 - 10;384;917;492;60;1854
16.01.2016;10 - 11;379;896;470;50;1795
16.01.2016;11 - 12;372;940;429;32;1772
16.01.2016;12 - 13;380;995;349;10;1734
16.01.2016;13 - 14;387;1079;343;15;1825
16.01.2016;14 - 15;388;1200;377;26;1991
16.01.2016;15 - 16;405;1295;393;44;2137
16.01.2016;16 - 17;381;1400;451;78;2311
16.01.2016;17 - 18;369;1420;504;114;2407
16.01.2016;18 - 19;373;1433;535;151;2491
16.01.2016;19 - 20;360;1430;592;203;2585
16.01.2016;20 - 21;361;1420;644;238;2662
16.01.2016;21 - 22;296;1422;669;253;2639
16.01.2016;22 - 23;267;1494;729;204;2695
16.01.2016;23 - 00;251;1515;745;203;2714
17.01.2016;00 - 01;256;1515;749;216;2735
17.01.2016;01 - 02;227;1519;696;219;2661
17.01.2016;02 - 03;187;1502;707;230;2626
17.01.2016;03 - 04;178;1477;727;247;2629
17.01.2016;04 - 05;168;1440;718;255;2582
17.01.2016;05 - 06;109;1423;695;280;2507
17.01.2016;06 - 07;64;1316;749;326;2455
17.01.2016;07 - 08;50;1274;750;329;2404
17.01.2016;08 - 09;44;1186;735;289;2253
17.01.2016;09 - 10;53;1060;723;239;2075
17.01.2016;10 - 11;51;958;700;178;1887
17.01.2016;11 - 12;53;873;636;120;1682
17.01.2016;12 - 13;56;634;555;86;1331
17.01.2016;13 - 14;58;448;500;81;1086
17.01.2016;14 - 15;61;341;481;86;969
17.01.2016;15 - 16;66;389;585;117;1157
17.01.2016;16 - 17;76;532;673;195;1475
17.01.2016;17 - 18;75;474;789;230;1566
17.01.2016;18 - 19;83;403;829;272;1587
17.01.2016;19 - 20;81;459;895;275;1710
17.01.2016;20 - 21;86;483;996;293;1858
17.01.2016;21 - 22;73;568;1135;304;2081
17.01.2016;22 - 23;62;645;1215;294;2216
17.01.2016;23 - 00;55;648;1191;330;2223
18.01.2016;00 - 01;50;606;1186;372;2215
18.01.2016;01 - 02;53;551;1159;450;2213
18.01.2016;02 - 03;55;429;1095;532;2112
18.01.2016;03 - 04;50;373;1070;559;2052
18.01.2016;04 - 05;38;336;1091;561;2027
18.01.2016;05 - 06;43;384;1045;569;2040
18.01.2016;06 - 07;49;409;993;590;2040
18.01.2016;07 - 08;54;413;953;585;2004
18.01.2016;08 - 09;63;361;908;585;1917
18.01.2016;09 - 10;64;301;860;500;1725
18.01.2016;10 - 11;49;256;813;404;1522
18.01.2016;11 - 12;50;205;776;332;1363
18.01.2016;12 - 13;50;175;792;318;1334
18.01.2016;13 - 14;54;125;669;327;1175
18.01.2016;14 - 15;48;93;631;289;1060
18.01.2016;15 - 16;42;79;659;265;1045
18.01.2016;16 - 17;42;85;707;254;1088
18.01.2016;17 - 18;38;63;721;286;1109
18.01.2016;18 - 19;34;51;667;338;1090
18.01.2016;19 - 20;19;41;617;374;1051
18.01.2016;20 - 21;16;31;578;358;983
18.01.2016;21 - 22;14;35;446;350;845
18.01.2016;22 - 23;12;42;344;375;773
18.01.2016;23 - 00;6;39;275;421;741
19.01.2016;00 - 01;4;31;194;479;707
19.01.2016;01 - 02;4;30;176;534;744
19.01.2016;02 - 03;5;39;178;542;765
19.01.2016;03 - 04;3;49;206;555;813
19.01.2016;04 - 05;2;68;256;619;945
19.01.2016;05 - 06;1;77;298;667;1044
19.01.2016;06 - 07;2;96;285;759;1143
19.01.2016;07 - 08;1;116;280;807;1204
19.01.2016;08 - 09;9;142;297;824;1272
19.01.2016;09 - 10;17;156;287;744;1204
19.01.2016;10 - 11;22;151;274;724;1172
19.01.2016;11 - 12;25;131;296;725;1178
19.01.2016;12 - 13;41;131;254;678;1105
19.01.2016;13 - 14;51;133;212;604;1001
19.01.2016;14 - 15;57;115;259;523;954
19.01.2016;15 - 16;50;90;209;440;789
19.01.2016;16 - 17;39;77;158;370;643
19.01.2016;17 - 18;47;69;146;357;618
19.01.2016;18 - 19;43;72;127;284;527
19.01.2016;19 - 20;30;84;128;270;511
19.01.2016;20 - 21;18;82;128;282;511
19.01.2016;21 - 22;15;100;135;270;520
19.01.2016;22 - 23;13;87;134;244;478
19.01.2016;23 - 00;11;109;166;245;531
20.01.2016;00 - 01;18;109;189;240;557
20.01.2016;01 - 02;24;71;220;227;541
20.01.2016;02 - 03;31;72;244;210;557
20.01.2016;03 - 04;38;70;292;237;636
20.01.2016;04 - 05;53;72;336;265;726
20.01.2016;05 - 06;68;69;343;268;748
20.01.2016;06 - 07;66;85;332;253;735
20.01.2016;07 - 08;60;77;353;209;700
20.01.2016;08 - 09;54;80;386;174;695
20.01.2016;09 - 10;46;62;382;137;628
20.01.2016;10 - 11;39;61;364;125;589
20.01.2016;11 - 12;39;62;269;131;502
20.01.2016;12 - 13;44;58;208;161;471
20.01.2016;13 - 14;39;58;189;184;471
20.01.2016;14 - 15;35;62;171;221;489
20.01.2016;15 - 16;34;74;191;230;529
20.01.2016;16 - 17;28;72;238;233;571
20.01.2016;17 - 18;24;77;252;210;563
20.01.2016;18 - 19;23;74;272;210;579
20.01.2016;19 - 20;19;65;291;231;607
20.01.2016;20 - 21;17;68;312;224;621
20.01.2016;21 - 22;19;73;314;233;639
20.01.2016;22 - 23;18;71;346;244;680
20.01.2016;23 - 00;20;67;317;263;667
21.01.2016;00 - 01;17;66;276;286;644
21.01.2016;01 - 02;14;59;273;298;644
21.01.2016;02 - 03;14;93;269;289;664
21.01.2016;03 - 04;17;116;297;247;677
21.01.2016;04 - 05;21;115;292;268;696
21.01.2016;05 - 06;19;127;288;264;698
21.01.2016;06 - 07;19;158;277;261;715
21.01.2016;07 - 08;18;144;261;265;688
21.01.2016;08 - 09;18;179;221;276;695
21.01.2016;09 - 10;23;210;172;274;679
21.01.2016;10 - 11;30;204;157;226;618
21.01.2016;11 - 12;43;196;118;186;543
21.01.2016;12 - 13;64;218;83;145;510
21.01.2016;13 - 14;82;247;74;138;542
21.01.2016;14 - 15;94;266;81;123;564
21.01.2016;15 - 16;102;261;93;126;582
21.01.2016;16 - 17;105;251;116;146;619
21.01.2016;17 - 18;109;274;126;146;655
21.01.2016;18 - 19;121;306;135;143;706
21.01.2016;19 - 20;160;267;107;106;639
21.01.2016;20 - 21;193;236;77;66;574
21.01.2016;21 - 22;201;290;65;57;612
21.01.2016;22 - 23;193;340;62;51;646
21.01.2016;23 - 00;185;378;68;47;678
22.01.2016;00 - 01;195;412;81;71;758
22.01.2016;01 - 02;186;469;114;111;880
22.01.2016;02 - 03;214;541;149;118;1022
22.01.2016;03 - 04;217;679;193;89;1178
22.01.2016;04 - 05;235;690;227;64;1216
22.01.2016;05 - 06;243;732;248;60;1284
22.01.2016;06 - 07;240;709;285;50;1284
22.01.2016;07 - 08;244;610;328;30;1213
22.01.2016;08 - 09;234;622;394;25;1275
22.01.2016;09 - 10;229;678;504;33;1445
22.01.2016;10 - 11;227;728;567;41;1564
22.01.2016;11 - 12;231;641;567;48;1487
22.01.2016;12 - 13;251;547;560;54;1411
22.01.2016;13 - 14;232;494;595;47;1368
22.01.2016;14 - 15;229;422;598;54;1302
22.01.2016;15 - 16;199;403;591;83;1276
22.01.2016;16 - 17;204;411;606;138;1359
22.01.2016;17 - 18;203;355;624;177;1359
22.01.2016;18 - 19;160;311;664;235;1370
22.01.2016;19 - 20;141;310;674;316;1440
22.01.2016;20 - 21;112;333;734;440;1619
22.01.2016;21 - 22;90;372;795;557;1814
22.01.2016;22 - 23;59;407;797;582;1846
22.01.2016;23 - 00;33;446;833;563;1875
23.01.2016;00 - 01;22;638;827;625;2113
23.01.2016;01 - 02;22;638;774;621;2056
23.01.2016;02 - 03;23;586;747;547;1903
23.01.2016;03 - 04;15;554;736;508;1814
23.01.2016;04 - 05;31;591;737;465;1823
23.01.2016;05 - 06;42;608;745;431;1826
23.01.2016;06 - 07;49;699;721;386;1854
23.01.2016;07 - 08;61;779;668;308;1817
23.01.2016;08 - 09;82;804;617;234;1737
23.01.2016;09 - 10;86;775;576;200;1637
23.01.2016;10 - 11;97;688;469;144;1397
23.01.2016;11 - 12;89;610;433;112;1243
23.01.2016;12 - 13;71;543;390;92;1097
23.01.2016;13 - 14;81;435;349;63;927
23.01.2016;14 - 15;92;370;371;37;869
23.01.2016;15 - 16;94;292;389;29;803
23.01.2016;16 - 17;83;246;404;18;751
23.01.2016;17 - 18;73;188;466;25;752
23.01.2016;18 - 19;62;159;478;29;728
23.01.2016;19 - 20;46;165;490;50;750
23.01.2016;20 - 21;41;151;491;79;763
23.01.2016;21 - 22;33;124;478;94;730
23.01.2016;22 - 23;10;138;470;102;720
23.01.2016;23 - 00;12;216;516;104;847
24.01.2016;00 - 01;28;323;508;151;1010
24.01.2016;01 - 02;21;351;528;167;1067
24.01.2016;02 - 03;10;335;557;134;1037
24.01.2016;03 - 04;8;339;490;146;983
24.01.2016;04 - 05;9;285;498;142;933
24.01.2016;05 - 06;12;299;593;201;1105
24.01.2016;06 - 07;20;334;666;240;1260
24.01.2016;07 - 08;11;380;669;205;1266
24.01.2016;08 - 09;11;454;669;213;1346
24.01.2016;09 - 10;17;486;673;233;1409
24.01.2016;10 - 11;24;531;681;239;1474
24.01.2016;11 - 12;30;618;637;247;1532
24.01.2016;12 - 13;13;623;611;217;1464
24.01.2016;13 - 14;19;675;565;243;1502
24.01.2016;14 - 15;43;697;505;244;1489
24.01.2016;15 - 16;58;780;408;199;1445
24.01.2016;16 - 17;70;820;406;225;1521
24.01.2016;17 - 18;77;719;433;284;1514
24.01.2016;18 - 19;94;718;429;326;1566
24.01.2016;19 - 20;104;683;434;388;1609
24.01.2016;20 - 21;113;573;417;390;1493
24.01.2016;21 - 22;124;549;351;348;1373
24.01.2016;22 - 23;137;456;277;276;1146
24.01.2016;23 - 00;109;361;255;219;943
25.01.2016;00 - 01;73;304;208;181;767
25.01.2016;01 - 02;98;251;171;143;664
