Wind power SE in MWh;;;;;;
Data was last updated 08-02-2017;;;;;;
;Hours;SE1;SE2;SE3;SE4;SE
20.01.2015;16 - 17;;;;;
20.01.2015;17 - 18;;;;;
20.01.2015;18 - 19;;;;;
20.01.2015;19 - 20;;;;;
20.01.2015;20 - 21;;;;;
20.01.2015;21 - 22;;;;;
20.01.2015;22 - 23;;;;;
20.01.2015;23 - 00;;;;;
21.01.2015;00 - 01;;;;;
21.01.2015;01 - 02;;;;;
21.01.2015;02 - 03;;;;;
21.01.2015;03 - 04;;;;;
21.01.2015;04 - 05;;;;;
21.01.2015;05 - 06;;;;;
21.01.2015;06 - 07;;;;;
21.01.2015;07 - 08;;;;;
21.01.2015;08 - 09;;;;;
21.01.2015;09 - 10;;;;;
21.01.2015;10 - 11;;;;;
21.01.2015;11 - 12;;;;;
21.01.2015;12 - 13;;;;;
21.01.2015;13 - 14;;;;;
21.01.2015;14 - 15;;;;;
21.01.2015;15 - 16;;;;;
21.01.2015;16 - 17;;;;;
21.01.2015;17 - 18;;;;;
21.01.2015;18 - 19;;;;;
21.01.2015;19 - 20;;;;;
21.01.2015;20 - 21;;;;;
21.01.2015;21 - 22;;;;;
21.01.2015;22 - 23;;;;;
21.01.2015;23 - 00;;;;;
22.01.2015;00 - 01;;;;;
22.01.2015;01 - 02;;;;;
22.01.2015;02 - 03;;;;;
22.01.2015;03 - 04;;;;;
22.01.2015;04 - 05;;;;;
22.01.2015;05 - 06;;;;;
22.01.2015;06 - 07;;;;;
22.01.2015;07 - 08;;;;;
22.01.2015;08 - 09;;;;;
22.01.2015;09 - 10;;;;;
22.01.2015;10 - 11;;;;;
22.01.2015;11 - 12;;;;;
22.01.2015;12 - 13;;;;;
22.01.2015;13 - 14;;;;;
22.01.2015;14 - 15;;;;;
22.01.2015;15 - 16;;;;;
22.01.2015;16 - 17;;;;;
22.01.2015;17 - 18;;;;;
22.01.2015;18 - 19;;;;;
22.01.2015;19 - 20;;;;;
22.01.2015;20 - 21;;;;;
22.01.2015;21 - 22;;;;;
22.01.2015;22 - 23;;;;;
22.01.2015;23 - 00;;;;;
23.01.2015;00 - 01;;;;;
23.01.2015;01 - 02;;;;;
23.01.2015;02 - 03;;;;;
23.01.2015;03 - 04;;;;;
23.01.2015;04 - 05;;;;;
23.01.2015;05 - 06;;;;;
23.01.2015;06 - 07;;;;;
23.01.2015;07 - 08;;;;;
23.01.2015;08 - 09;;;;;
23.01.2015;09 - 10;;;;;
23.01.2015;10 - 11;;;;;
23.01.2015;11 - 12;;;;;
23.01.2015;12 - 13;;;;;
23.01.2015;13 - 14;;;;;
23.01.2015;14 - 15;;;;;
23.01.2015;15 - 16;;;;;
23.01.2015;16 - 17;;;;;
23.01.2015;17 - 18;;;;;
23.01.2015;18 - 19;;;;;
23.01.2015;19 - 20;;;;;
23.01.2015;20 - 21;;;;;
23.01.2015;21 - 22;;;;;
23.01.2015;22 - 23;;;;;
23.01.2015;23 - 00;;;;;
24.01.2015;00 - 01;62;252;1035;274;1624
24.01.2015;01 - 02;63;285;1092;319;1760
24.01.2015;02 - 03;63;305;1137;371;1876
24.01.2015;03 - 04;70;325;1156;453;2004
24.01.2015;04 - 05;76;378;1141;563;2159
24.01.2015;05 - 06;81;393;1167;655;2295
24.01.2015;06 - 07;86;434;1175;753;2448
24.01.2015;07 - 08;96;455;1181;795;2527
24.01.2015;08 - 09;83;476;1195;872;2627
24.01.2015;09 - 10;60;441;1179;911;2591
24.01.2015;10 - 11;71;415;1237;935;2658
24.01.2015;11 - 12;83;393;1260;894;2629
24.01.2015;12 - 13;92;420;1290;818;2620
24.01.2015;13 - 14;78;426;1235;705;2444
24.01.2015;14 - 15;90;419;1126;617;2251
24.01.2015;15 - 16;73;408;1007;467;1954
24.01.2015;16 - 17;68;410;911;399;1789
24.01.2015;17 - 18;47;359;843;328;1576
24.01.2015;18 - 19;55;337;773;291;1456
24.01.2015;19 - 20;60;314;668;244;1286
24.01.2015;20 - 21;51;280;511;223;1066
24.01.2015;21 - 22;39;240;457;202;938
24.01.2015;22 - 23;41;230;414;181;867
24.01.2015;23 - 00;61;240;350;199;851
25.01.2015;00 - 01;92;291;296;199;877
25.01.2015;01 - 02;128;311;241;198;878
25.01.2015;02 - 03;157;363;200;170;890
25.01.2015;03 - 04;212;511;208;149;1080
25.01.2015;04 - 05;232;551;221;147;1152
25.01.2015;05 - 06;229;528;199;130;1087
25.01.2015;06 - 07;209;513;206;109;1036
25.01.2015;07 - 08;200;478;219;126;1022
25.01.2015;08 - 09;187;443;184;117;932
25.01.2015;09 - 10;195;407;141;119;862
25.01.2015;10 - 11;168;311;104;90;674
25.01.2015;11 - 12;135;265;63;56;519
25.01.2015;12 - 13;87;216;39;55;397
25.01.2015;13 - 14;85;208;17;50;361
25.01.2015;14 - 15;82;182;17;32;313
25.01.2015;15 - 16;70;260;20;24;374
25.01.2015;16 - 17;49;332;50;28;459
25.01.2015;17 - 18;59;481;82;24;646
25.01.2015;18 - 19;45;725;130;16;916
25.01.2015;19 - 20;80;846;244;18;1188
25.01.2015;20 - 21;161;970;388;23;1542
25.01.2015;21 - 22;238;1066;568;25;1896
25.01.2015;22 - 23;340;1114;704;38;2196
25.01.2015;23 - 00;406;1153;826;80;2465
26.01.2015;00 - 01;403;1149;929;105;2586
26.01.2015;01 - 02;405;1106;929;113;2552
26.01.2015;02 - 03;407;1111;934;121;2573
26.01.2015;03 - 04;421;1038;947;154;2559
26.01.2015;04 - 05;421;908;977;198;2504
26.01.2015;05 - 06;416;745;1003;245;2410
26.01.2015;06 - 07;417;711;1064;344;2535
26.01.2015;07 - 08;390;676;1112;464;2643
26.01.2015;08 - 09;371;653;1115;552;2691
26.01.2015;09 - 10;355;582;1114;632;2683
26.01.2015;10 - 11;289;494;1091;667;2541
26.01.2015;11 - 12;256;450;1078;744;2528
26.01.2015;12 - 13;225;370;1067;796;2459
26.01.2015;13 - 14;205;339;984;803;2332
26.01.2015;14 - 15;198;297;866;813;2174
26.01.2015;15 - 16;199;265;776;801;2042
26.01.2015;16 - 17;259;242;659;777;1937
26.01.2015;17 - 18;256;224;527;753;1760
26.01.2015;18 - 19;245;255;458;637;1594
26.01.2015;19 - 20;235;248;414;505;1402
26.01.2015;20 - 21;219;287;346;407;1258
26.01.2015;21 - 22;220;320;285;335;1161
26.01.2015;22 - 23;226;398;249;291;1165
26.01.2015;23 - 00;247;525;261;260;1293
27.01.2015;00 - 01;257;661;267;279;1464
27.01.2015;01 - 02;264;779;284;252;1578
27.01.2015;02 - 03;299;801;357;210;1667
27.01.2015;03 - 04;307;808;366;207;1688
27.01.2015;04 - 05;298;802;402;214;1716
27.01.2015;05 - 06;294;821;434;221;1770
27.01.2015;06 - 07;296;823;442;251;1811
27.01.2015;07 - 08;319;829;459;313;1920
27.01.2015;08 - 09;347;720;474;318;1859
27.01.2015;09 - 10;322;679;460;289;1750
27.01.2015;10 - 11;326;646;312;315;1598
27.01.2015;11 - 12;334;631;199;340;1504
27.01.2015;12 - 13;297;699;185;309;1490
27.01.2015;13 - 14;289;747;178;278;1492
27.01.2015;14 - 15;324;772;228;299;1622
27.01.2015;15 - 16;289;804;307;323;1723
27.01.2015;16 - 17;292;773;458;250;1773
27.01.2015;17 - 18;304;793;574;176;1845
27.01.2015;18 - 19;298;812;618;135;1862
27.01.2015;19 - 20;298;892;712;83;1985
27.01.2015;20 - 21;240;951;840;80;2111
27.01.2015;21 - 22;197;1016;859;93;2166
27.01.2015;22 - 23;204;1031;966;80;2281
27.01.2015;23 - 00;239;1015;1029;86;2369
28.01.2015;00 - 01;294;992;1009;136;2431
28.01.2015;01 - 02;273;947;1020;180;2420
28.01.2015;02 - 03;242;923;1063;219;2446
28.01.2015;03 - 04;232;928;1141;255;2556
28.01.2015;04 - 05;251;880;1214;319;2664
28.01.2015;05 - 06;301;795;1264;363;2723
28.01.2015;06 - 07;280;713;1292;411;2696
28.01.2015;07 - 08;250;598;1301;510;2659
28.01.2015;08 - 09;237;556;1323;626;2743
28.01.2015;09 - 10;201;540;1346;695;2783
28.01.2015;10 - 11;188;541;1381;791;2901
28.01.2015;11 - 12;149;580;1412;899;3040
28.01.2015;12 - 13;103;526;1392;961;2981
28.01.2015;13 - 14;87;511;1403;1009;3010
28.01.2015;14 - 15;76;482;1368;1086;3011
28.01.2015;15 - 16;40;453;1339;1127;2959
28.01.2015;16 - 17;21;434;1350;1145;2950
28.01.2015;17 - 18;17;460;1402;1198;3077
28.01.2015;18 - 19;27;522;1434;1225;3208
28.01.2015;19 - 20;28;486;1410;1239;3164
28.01.2015;20 - 21;33;480;1433;1234;3180
28.01.2015;21 - 22;38;523;1439;1227;3227
28.01.2015;22 - 23;54;538;1375;1193;3160
28.01.2015;23 - 00;60;459;1321;1133;2973
29.01.2015;00 - 01;54;444;1259;1097;2854
29.01.2015;01 - 02;58;462;1159;1075;2755
29.01.2015;02 - 03;74;435;1112;1046;2667
29.01.2015;03 - 04;94;461;1090;1051;2697
29.01.2015;04 - 05;116;493;1066;1046;2721
29.01.2015;05 - 06;142;509;1117;1082;2851
29.01.2015;06 - 07;162;529;1143;1051;2884
29.01.2015;07 - 08;166;598;1142;1061;2966
29.01.2015;08 - 09;173;661;1171;1087;3093
29.01.2015;09 - 10;192;691;1184;1110;3178
29.01.2015;10 - 11;200;696;1214;1114;3224
29.01.2015;11 - 12;211;743;1261;1099;3314
29.01.2015;12 - 13;217;782;1303;1035;3337
29.01.2015;13 - 14;219;785;1335;965;3304
29.01.2015;14 - 15;215;807;1345;911;3279
29.01.2015;15 - 16;221;815;1287;862;3184
29.01.2015;16 - 17;224;861;1178;851;3113
29.01.2015;17 - 18;235;817;1076;860;2989
29.01.2015;18 - 19;239;767;995;810;2811
29.01.2015;19 - 20;227;733;933;835;2729
29.01.2015;20 - 21;208;708;873;851;2640
29.01.2015;21 - 22;205;675;799;806;2485
29.01.2015;22 - 23;208;653;723;737;2320
29.01.2015;23 - 00;192;627;681;643;2143
30.01.2015;00 - 01;189;648;652;546;2036
30.01.2015;01 - 02;182;606;627;457;1872
30.01.2015;02 - 03;174;593;552;393;1712
30.01.2015;03 - 04;171;545;512;344;1572
30.01.2015;04 - 05;165;547;456;339;1507
30.01.2015;05 - 06;166;555;442;265;1428
30.01.2015;06 - 07;162;508;476;234;1382
30.01.2015;07 - 08;155;478;501;290;1424
30.01.2015;08 - 09;135;429;478;270;1312
30.01.2015;09 - 10;109;366;439;231;1145
30.01.2015;10 - 11;101;314;421;253;1088
30.01.2015;11 - 12;101;256;394;259;1009
30.01.2015;12 - 13;103;206;333;225;867
30.01.2015;13 - 14;93;185;294;207;779
30.01.2015;14 - 15;83;182;308;212;786
30.01.2015;15 - 16;84;192;350;189;815
