Production SE areas in MWh;;;;;;
Data was last updated 11-01-2018;;;;;;
;Hours;SE1;SE2;SE3;SE4;SE
01.01.2016;00 - 01;2291;4288;10470;1006;18054
01.01.2016;01 - 02;2066;4082;10386;989;17523
01.01.2016;02 - 03;2065;3904;10248;969;17186
01.01.2016;03 - 04;2059;3852;10218;950;17078
01.01.2016;04 - 05;2051;3833;10198;934;17016
01.01.2016;05 - 06;2044;3985;10194;923;17145
01.01.2016;06 - 07;2222;4620;10254;912;18008
01.01.2016;07 - 08;2644;4922;10417;997;18979
01.01.2016;08 - 09;3225;5330;10389;993;19937
01.01.2016;09 - 10;3338;5505;10398;991;20232
01.01.2016;10 - 11;3495;5925;10490;986;20896
01.01.2016;11 - 12;3745;6037;10531;977;21290
01.01.2016;12 - 13;3895;6323;10572;978;21768
01.01.2016;13 - 14;3947;6431;10572;982;21933
01.01.2016;14 - 15;4046;6596;10584;982;22208
01.01.2016;15 - 16;4136;6843;10639;986;22604
01.01.2016;16 - 17;4280;7125;10802;931;23138
01.01.2016;17 - 18;4276;7104;10884;977;23240
01.01.2016;18 - 19;4278;6923;10887;1082;23170
01.01.2016;19 - 20;4150;6846;10719;1119;22835
01.01.2016;20 - 21;3984;6552;10696;1163;22396
01.01.2016;21 - 22;3880;6341;10622;1224;22067
01.01.2016;22 - 23;3679;5833;10566;1284;21362
01.01.2016;23 - 00;3166;5385;10433;1325;20309
02.01.2016;00 - 01;2622;4453;10373;1323;18771
02.01.2016;01 - 02;2291;3930;10377;1370;17968
02.01.2016;02 - 03;1957;3383;10418;1463;17221
02.01.2016;03 - 04;1768;3075;10425;1540;16808
02.01.2016;04 - 05;1727;2995;10425;1617;16764
02.01.2016;05 - 06;1704;3124;10443;1685;16957
02.01.2016;06 - 07;1766;3227;10481;1785;17259
02.01.2016;07 - 08;2738;3538;10576;1800;18652
02.01.2016;08 - 09;3348;4258;10714;1852;20173
02.01.2016;09 - 10;3658;4965;10754;1874;21251
02.01.2016;10 - 11;3761;5288;10866;1919;21834
02.01.2016;11 - 12;3804;5390;10936;1894;22024
02.01.2016;12 - 13;3796;5940;11050;1907;22693
02.01.2016;13 - 14;3757;5945;11110;1904;22716
02.01.2016;14 - 15;3782;6087;11112;1907;22888
02.01.2016;15 - 16;3874;6293;11109;1899;23175
02.01.2016;16 - 17;3925;6378;11131;1888;23322
02.01.2016;17 - 18;3920;6451;11192;1898;23460
02.01.2016;18 - 19;3904;6417;11220;1903;23445
02.01.2016;19 - 20;3892;6271;11101;1897;23161
02.01.2016;20 - 21;3795;5995;11045;1884;22718
02.01.2016;21 - 22;3676;5721;11000;1868;22264
02.01.2016;22 - 23;3626;5462;10911;1842;21840
02.01.2016;23 - 00;3154;5005;10854;1818;20831
03.01.2016;00 - 01;2190;4148;10615;1785;18739
03.01.2016;01 - 02;1938;3627;10542;1744;17852
03.01.2016;02 - 03;1953;3457;10423;1729;17562
03.01.2016;03 - 04;1916;3431;10447;1704;17499
03.01.2016;04 - 05;1910;3437;10541;1662;17550
03.01.2016;05 - 06;2013;3535;10524;1630;17703
03.01.2016;06 - 07;2856;3631;10442;1555;18484
03.01.2016;07 - 08;3394;3929;10570;1538;19431
03.01.2016;08 - 09;3421;4344;10642;1526;19933
03.01.2016;09 - 10;3564;4703;10649;1529;20445
03.01.2016;10 - 11;3728;5608;10730;1552;21618
03.01.2016;11 - 12;3730;5787;10751;1586;21853
03.01.2016;12 - 13;3677;5745;10613;1589;21623
03.01.2016;13 - 14;3692;5838;10688;1579;21797
03.01.2016;14 - 15;3738;6128;10717;1557;22140
03.01.2016;15 - 16;3814;6293;10862;1526;22496
03.01.2016;16 - 17;3910;6600;10895;1497;22902
03.01.2016;17 - 18;3950;6695;11018;1480;23143
03.01.2016;18 - 19;3952;6786;11132;1469;23339
03.01.2016;19 - 20;3945;6832;11153;1449;23380
03.01.2016;20 - 21;3983;6684;10879;1427;22971
03.01.2016;21 - 22;3888;6328;10694;1409;22319
03.01.2016;22 - 23;3749;6058;10621;1399;21827
03.01.2016;23 - 00;3570;5569;10622;1390;21150
04.01.2016;00 - 01;2271;5044;10532;1427;19274
04.01.2016;01 - 02;2044;4596;10474;1385;18499
04.01.2016;02 - 03;1976;4553;10380;1407;18316
04.01.2016;03 - 04;1926;4577;10405;1428;18337
04.01.2016;04 - 05;1993;4733;10428;1435;18590
04.01.2016;05 - 06;2836;5283;10536;1459;20114
04.01.2016;06 - 07;3443;6422;10692;1490;22047
04.01.2016;07 - 08;3811;7261;10866;1565;23503
04.01.2016;08 - 09;3990;7517;10967;1579;24052
04.01.2016;09 - 10;3991;7564;11026;1590;24172
04.01.2016;10 - 11;3971;7532;11092;1612;24208
04.01.2016;11 - 12;3910;7523;11090;1654;24177
04.01.2016;12 - 13;3867;7538;11132;1688;24226
04.01.2016;13 - 14;3889;7602;11200;1718;24409
04.01.2016;14 - 15;3884;7609;11223;1722;24438
04.01.2016;15 - 16;3883;7655;11317;1717;24572
04.01.2016;16 - 17;4033;7660;11446;1652;24790
04.01.2016;17 - 18;4239;7656;11670;1629;25194
04.01.2016;18 - 19;4224;7545;11719;1642;25130
04.01.2016;19 - 20;4113;7472;11677;1655;24917
04.01.2016;20 - 21;4029;7333;11632;1647;24640
04.01.2016;21 - 22;3648;7168;11492;1610;23918
04.01.2016;22 - 23;3577;6720;11252;1596;23145
04.01.2016;23 - 00;3352;6080;11133;1579;22143
05.01.2016;00 - 01;2331;5370;10883;1457;20041
05.01.2016;01 - 02;2067;4890;10747;1444;19147
05.01.2016;02 - 03;2071;4874;10737;1439;19120
05.01.2016;03 - 04;2043;4892;10758;1436;19130
05.01.2016;04 - 05;2155;4900;10818;1406;19278
05.01.2016;05 - 06;2813;5175;10845;1407;20241
05.01.2016;06 - 07;3543;6144;10974;1434;22095
05.01.2016;07 - 08;4017;6747;11322;1443;23529
05.01.2016;08 - 09;4305;7067;11365;1455;24191
05.01.2016;09 - 10;4296;7098;11501;1467;24362
05.01.2016;10 - 11;4292;7094;11514;1470;24370
05.01.2016;11 - 12;4155;7118;11533;1474;24280
05.01.2016;12 - 13;4036;7026;11571;1482;24115
05.01.2016;13 - 14;3980;7060;11580;1438;24058
05.01.2016;14 - 15;4087;7088;11439;1424;24038
05.01.2016;15 - 16;4340;7090;11477;1394;24301
05.01.2016;16 - 17;4514;7201;11723;1436;24874
05.01.2016;17 - 18;4514;7160;11774;1452;24900
05.01.2016;18 - 19;4402;7155;11636;1481;24674
05.01.2016;19 - 20;4165;7017;11480;1467;24130
05.01.2016;20 - 21;3757;6890;11340;1412;23400
05.01.2016;21 - 22;3565;6724;11240;1369;22898
05.01.2016;22 - 23;3449;6447;11148;1375;22420
05.01.2016;23 - 00;3270;6262;11109;1357;21999
06.01.2016;00 - 01;2236;5535;11055;1320;20147
06.01.2016;01 - 02;2060;5157;10932;1319;19469
06.01.2016;02 - 03;2071;5052;10997;1326;19445
06.01.2016;03 - 04;2067;4986;10989;1332;19374
06.01.2016;04 - 05;2090;5097;11047;1338;19572
06.01.2016;05 - 06;2611;5329;11060;1339;20338
06.01.2016;06 - 07;3392;6021;11080;1349;21842
06.01.2016;07 - 08;3998;6620;11305;1386;23309
06.01.2016;08 - 09;4369;6740;11509;1416;24035
06.01.2016;09 - 10;4510;6819;11539;1477;24346
06.01.2016;10 - 11;4521;6834;11537;1431;24324
06.01.2016;11 - 12;4532;6834;11529;1441;24336
06.01.2016;12 - 13;4471;6832;11517;1428;24248
06.01.2016;13 - 14;4445;6836;11498;1414;24192
06.01.2016;14 - 15;4448;6861;11367;1507;24184
06.01.2016;15 - 16;4483;6892;11330;1516;24222
06.01.2016;16 - 17;4518;6923;11563;1547;24550
06.01.2016;17 - 18;4516;6910;11549;1533;24509
06.01.2016;18 - 19;4513;6901;11521;1485;24420
06.01.2016;19 - 20;4506;6871;11432;1489;24298
06.01.2016;20 - 21;4267;6771;11299;1507;23843
06.01.2016;21 - 22;3882;6695;11234;1485;23296
06.01.2016;22 - 23;3624;6330;11105;1437;22496
06.01.2016;23 - 00;3310;6022;10918;1361;21610
07.01.2016;00 - 01;2414;5322;10932;1401;20070
07.01.2016;01 - 02;2109;5044;10967;1405;19525
07.01.2016;02 - 03;2091;4850;10925;1361;19226
07.01.2016;03 - 04;2087;4870;10960;1352;19269
07.01.2016;04 - 05;2109;4973;11010;1360;19452
07.01.2016;05 - 06;2723;5244;11058;1400;20426
07.01.2016;06 - 07;3708;6066;11221;1527;22523
07.01.2016;07 - 08;4388;6834;11477;1551;24250
07.01.2016;08 - 09;4409;6995;11695;1582;24680
07.01.2016;09 - 10;4408;6999;11724;1560;24691
07.01.2016;10 - 11;4405;6979;11675;1458;24517
07.01.2016;11 - 12;4408;6959;11647;1479;24492
07.01.2016;12 - 13;4237;6966;11697;1557;24458
07.01.2016;13 - 14;4239;6961;11765;1629;24595
07.01.2016;14 - 15;4243;6933;11766;1662;24604
07.01.2016;15 - 16;4283;6974;11937;1709;24903
07.01.2016;16 - 17;4356;7017;11925;1755;25052
07.01.2016;17 - 18;4358;6973;11955;1767;25052
07.01.2016;18 - 19;4352;6952;11965;1820;25089
07.01.2016;19 - 20;4152;6834;11869;1845;24700
07.01.2016;20 - 21;3718;6604;11749;1846;23918
07.01.2016;21 - 22;3291;6040;11565;1828;22724
07.01.2016;22 - 23;2964;5598;11510;1823;21895
07.01.2016;23 - 00;2878;5124;11442;1824;21267
08.01.2016;00 - 01;2190;4472;11269;1818;19748
08.01.2016;01 - 02;1956;4164;11261;1769;19151
08.01.2016;02 - 03;1937;4161;11272;1806;19177
08.01.2016;03 - 04;1929;4185;11284;1735;19133
08.01.2016;04 - 05;1983;4219;11302;1734;19238
08.01.2016;05 - 06;2235;4649;11388;1770;20041
08.01.2016;06 - 07;3141;5637;11638;1906;22322
08.01.2016;07 - 08;3903;6204;11779;1898;23785
08.01.2016;08 - 09;4025;6456;11895;1870;24245
08.01.2016;09 - 10;4033;6471;11888;1748;24140
08.01.2016;10 - 11;4002;6710;11904;1757;24373
08.01.2016;11 - 12;4050;6720;11922;1635;24327
08.01.2016;12 - 13;4170;6676;11985;1622;24453
08.01.2016;13 - 14;3882;6545;11872;1586;23885
08.01.2016;14 - 15;3833;6533;11883;1467;23715
08.01.2016;15 - 16;3933;6574;11920;1369;23796
08.01.2016;16 - 17;4064;6713;11922;1459;24159
08.01.2016;17 - 18;4178;6891;11884;1435;24388
08.01.2016;18 - 19;4213;6883;11855;1269;24220
08.01.2016;19 - 20;3969;6847;11812;1133;23761
08.01.2016;20 - 21;3565;6639;11590;1115;22908
08.01.2016;21 - 22;3396;6460;11446;1111;22412
08.01.2016;22 - 23;3212;6199;11218;1048;21678
08.01.2016;23 - 00;2832;5893;11156;989;20869
09.01.2016;00 - 01;2117;5296;11320;955;19688
09.01.2016;01 - 02;2113;5064;11303;916;19397
09.01.2016;02 - 03;1808;5003;11331;910;19051
09.01.2016;03 - 04;1785;4934;11326;881;18926
09.01.2016;04 - 05;1771;4806;11323;867;18768
09.01.2016;05 - 06;2059;4968;11250;865;19141
09.01.2016;06 - 07;2453;5255;11252;882;19842
09.01.2016;07 - 08;3000;5598;11360;908;20866
09.01.2016;08 - 09;3574;6169;11384;873;22000
09.01.2016;09 - 10;3760;6433;11408;905;22507
09.01.2016;10 - 11;3857;6607;11493;931;22889
09.01.2016;11 - 12;3837;6748;11492;935;23011
09.01.2016;12 - 13;3849;6736;11504;933;23023
09.01.2016;13 - 14;3771;6707;11510;987;22976
09.01.2016;14 - 15;3750;6732;11555;1118;23155
09.01.2016;15 - 16;3814;6775;11595;1149;23334
09.01.2016;16 - 17;4033;6761;11622;1271;23688
09.01.2016;17 - 18;4176;6752;11576;1298;23801
09.01.2016;18 - 19;4020;6803;11712;1327;23863
09.01.2016;19 - 20;3773;6696;11734;1332;23536
09.01.2016;20 - 21;3415;6617;11728;1211;22972
09.01.2016;21 - 22;3017;6423;11487;1239;22165
09.01.2016;22 - 23;2703;6160;11409;1275;21546
09.01.2016;23 - 00;2530;5584;11343;1243;20700
10.01.2016;00 - 01;1684;4686;11398;1307;19075
10.01.2016;01 - 02;1494;4119;11356;1322;18291
10.01.2016;02 - 03;1489;3800;11217;1343;17849
10.01.2016;03 - 04;1483;3744;11183;1369;17778
10.01.2016;04 - 05;1477;3714;11137;1389;17717
10.01.2016;05 - 06;1474;3743;11149;1417;17783
10.01.2016;06 - 07;1747;3841;11200;1461;18250
10.01.2016;07 - 08;2004;3935;11217;1514;18671
10.01.2016;08 - 09;2255;4262;11243;1535;19294
10.01.2016;09 - 10;2285;4539;11242;1565;19631
10.01.2016;10 - 11;2542;5029;11461;1586;20619
10.01.2016;11 - 12;2682;5619;11566;1603;21470
10.01.2016;12 - 13;2751;5944;11810;1653;22159
10.01.2016;13 - 14;2737;6032;11836;1654;22259
10.01.2016;14 - 15;2708;6158;11877;1638;22381
10.01.2016;15 - 16;2979;6181;11877;1651;22687
10.01.2016;16 - 17;3246;6590;11988;1582;23406
10.01.2016;17 - 18;3697;6713;12043;1470;23924
10.01.2016;18 - 19;3562;6749;11995;1404;23710
10.01.2016;19 - 20;3337;6666;11977;1361;23341
10.01.2016;20 - 21;2989;6553;11875;1274;22691
10.01.2016;21 - 22;2583;6493;11643;1186;21906
10.01.2016;22 - 23;2443;6129;11497;1120;21190
10.01.2016;23 - 00;2316;5668;11291;1063;20337
11.01.2016;00 - 01;1723;5420;11171;1054;19368
11.01.2016;01 - 02;1658;4960;11004;1027;18648
11.01.2016;02 - 03;1528;4902;10890;994;18315
11.01.2016;03 - 04;1493;4921;10802;976;18192
11.01.2016;04 - 05;1521;5181;10800;960;18461
11.01.2016;05 - 06;2015;5796;10828;981;19620
11.01.2016;06 - 07;3334;6599;11111;1019;22063
11.01.2016;07 - 08;3988;7235;11445;1030;23698
11.01.2016;08 - 09;4112;7317;11448;1054;23930
11.01.2016;09 - 10;3756;7401;11357;1039;23552
11.01.2016;10 - 11;3914;7299;11396;1006;23615
11.01.2016;11 - 12;3987;7261;11381;993;23622
11.01.2016;12 - 13;4020;7156;11486;988;23650
11.01.2016;13 - 14;4149;7128;11597;1074;23948
11.01.2016;14 - 15;4178;7214;11680;1080;24152
11.01.2016;15 - 16;4215;7235;11569;1066;24085
11.01.2016;16 - 17;4222;7115;11581;1113;24032
11.01.2016;17 - 18;4005;7077;11534;1127;23742
11.01.2016;18 - 19;3747;7134;11348;1127;23357
11.01.2016;19 - 20;3828;7183;11277;1102;23390
11.01.2016;20 - 21;3862;7089;11220;1059;23230
11.01.2016;21 - 22;3608;7028;11117;1055;22809
11.01.2016;22 - 23;3381;6794;10813;1023;22011
11.01.2016;23 - 00;2910;6356;10643;1010;20919
12.01.2016;00 - 01;1986;5336;10545;859;18726
12.01.2016;01 - 02;1836;4986;10526;847;18195
12.01.2016;02 - 03;1696;4774;10509;844;17824
12.01.2016;03 - 04;1618;4690;10561;850;17718
12.01.2016;04 - 05;1655;4716;10594;858;17823
12.01.2016;05 - 06;1964;5069;10715;942;18689
12.01.2016;06 - 07;3283;6338;11141;978;21740
12.01.2016;07 - 08;3897;7268;11462;1122;23748
12.01.2016;08 - 09;4232;7327;11615;1079;24253
12.01.2016;09 - 10;4225;7317;10598;1083;23223
12.01.2016;10 - 11;4223;7274;10663;1020;23181
12.01.2016;11 - 12;4164;7223;10672;1008;23067
12.01.2016;12 - 13;4194;7097;10732;1031;23054
12.01.2016;13 - 14;4113;7143;10852;1062;23171
12.01.2016;14 - 15;4094;7145;10909;1077;23226
12.01.2016;15 - 16;3945;7185;10751;1049;22930
12.01.2016;16 - 17;3901;7245;10773;990;22908
12.01.2016;17 - 18;4009;7264;10736;991;22999
12.01.2016;18 - 19;3901;7258;10821;1030;23009
12.01.2016;19 - 20;3889;7318;10823;1041;23071
12.01.2016;20 - 21;3763;7351;10770;1055;22939
12.01.2016;21 - 22;3531;7225;10754;1080;22591
12.01.2016;22 - 23;3336;6980;10592;1146;22055
12.01.2016;23 - 00;2814;6564;10348;1095;20822
13.01.2016;00 - 01;2004;5696;10148;1063;18911
13.01.2016;01 - 02;1807;5330;9986;1084;18207
13.01.2016;02 - 03;1702;5102;9907;1107;17817
13.01.2016;03 - 04;1610;4976;9889;1139;17615
13.01.2016;04 - 05;1795;5129;9969;1159;18052
13.01.2016;05 - 06;2201;5433;10226;1197;19057
13.01.2016;06 - 07;3448;6603;10701;1362;22114
13.01.2016;07 - 08;4207;7384;10975;1366;23932
13.01.2016;08 - 09;4395;7420;11081;1423;24319
13.01.2016;09 - 10;4408;7255;10923;1350;23936
13.01.2016;10 - 11;4416;7294;11185;1412;24307
13.01.2016;11 - 12;4332;7249;11169;1409;24160
13.01.2016;12 - 13;4218;6960;11115;1382;23675
13.01.2016;13 - 14;4135;6967;11085;1345;23532
13.01.2016;14 - 15;4188;7069;11136;1354;23746
13.01.2016;15 - 16;4439;7226;11163;1311;24139
13.01.2016;16 - 17;4545;7428;11209;1342;24524
13.01.2016;17 - 18;4639;7321;11050;1310;24320
13.01.2016;18 - 19;4313;7361;11007;1272;23954
13.01.2016;19 - 20;4054;7266;10867;1203;23389
13.01.2016;20 - 21;3869;7304;10685;1129;22986
13.01.2016;21 - 22;4041;7192;10722;1105;23060
13.01.2016;22 - 23;3735;7123;10582;1084;22524
13.01.2016;23 - 00;3225;6659;10390;1045;21319
14.01.2016;00 - 01;2222;6053;10181;977;19433
14.01.2016;01 - 02;2081;5585;10141;926;18733
14.01.2016;02 - 03;2077;5371;10104;920;18472
14.01.2016;03 - 04;2082;5323;10085;917;18406
14.01.2016;04 - 05;2148;5660;10175;919;18903
14.01.2016;05 - 06;2616;6438;10455;936;20445
14.01.2016;06 - 07;3751;7080;10584;1376;22791
14.01.2016;07 - 08;4372;7418;10828;1493;24111
14.01.2016;08 - 09;4290;7218;10779;1494;23782
14.01.2016;09 - 10;4036;6976;10729;1462;23203
14.01.2016;10 - 11;4254;7116;10572;1099;23041
14.01.2016;11 - 12;4540;7269;10708;1093;23610
14.01.2016;12 - 13;4295;7310;10728;1085;23417
14.01.2016;13 - 14;4234;7181;10933;1084;23432
14.01.2016;14 - 15;4265;7244;11154;1056;23718
14.01.2016;15 - 16;4284;7335;11255;1056;23930
14.01.2016;16 - 17;4341;7308;11434;1328;24412
14.01.2016;17 - 18;4293;7205;11264;1447;24209
14.01.2016;18 - 19;4309;7154;11217;1467;24148
14.01.2016;19 - 20;4337;7241;11100;1466;24145
14.01.2016;20 - 21;4280;7139;11061;1152;23631
14.01.2016;21 - 22;4350;6909;10968;1240;23468
14.01.2016;22 - 23;4144;6817;10889;1181;23030
14.01.2016;23 - 00;3498;6334;10686;1172;21690
15.01.2016;00 - 01;2502;5857;10623;1177;20160
15.01.2016;01 - 02;2233;5683;10651;1175;19740
15.01.2016;02 - 03;2131;5690;10888;1181;19891
15.01.2016;03 - 04;2112;5698;10913;1184;19907
15.01.2016;04 - 05;2116;5875;10929;1189;20109
15.01.2016;05 - 06;2567;6520;11233;1198;21518
15.01.2016;06 - 07;3801;7445;11568;1615;24429
15.01.2016;07 - 08;4330;7446;11806;1707;25289
15.01.2016;08 - 09;4208;7403;11862;1687;25161
15.01.2016;09 - 10;4113;7416;11834;1661;25025
15.01.2016;10 - 11;4090;7394;11796;1606;24886
15.01.2016;11 - 12;4075;7403;11707;1568;24752
15.01.2016;12 - 13;4037;7502;11721;1232;24492
15.01.2016;13 - 14;4024;7543;11738;1205;24510
15.01.2016;14 - 15;4022;7501;11719;1185;24426
15.01.2016;15 - 16;4004;7339;11599;1115;24058
15.01.2016;16 - 17;4327;7547;11631;1149;24654
15.01.2016;17 - 18;4193;7536;11599;1077;24405
15.01.2016;18 - 19;4131;7435;11706;1046;24318
15.01.2016;19 - 20;4009;7409;11687;1060;24165
15.01.2016;20 - 21;3843;7320;11820;1091;24074
15.01.2016;21 - 22;3757;7171;11760;1021;23709
15.01.2016;22 - 23;3686;6955;11535;1002;23178
15.01.2016;23 - 00;3230;6715;11467;993;22405
16.01.2016;00 - 01;2005;6601;11294;936;20836
16.01.2016;01 - 02;1702;6176;11247;920;20046
16.01.2016;02 - 03;1658;5994;11256;918;19826
16.01.2016;03 - 04;1568;5970;11117;923;19578
16.01.2016;04 - 05;1585;5986;11136;933;19641
16.01.2016;05 - 06;1836;6266;11289;955;20345
16.01.2016;06 - 07;2820;6563;11327;921;21632
16.01.2016;07 - 08;3507;7042;11406;939;22895
16.01.2016;08 - 09;3847;7415;11552;997;23810
16.01.2016;09 - 10;3914;7538;11717;1089;24258
16.01.2016;10 - 11;3991;7560;11730;1057;24338
16.01.2016;11 - 12;3956;7471;11699;1038;24164
16.01.2016;12 - 13;3798;7412;11629;967;23806
16.01.2016;13 - 14;3740;7448;11589;963;23740
16.01.2016;14 - 15;3733;7502;11563;947;23745
16.01.2016;15 - 16;3718;7378;11574;960;23630
16.01.2016;16 - 17;3744;7397;11665;1036;23842
16.01.2016;17 - 18;3770;7449;11685;1064;23968
16.01.2016;18 - 19;3586;7475;11769;1101;23931
16.01.2016;19 - 20;3512;7440;11823;1107;23882
16.01.2016;20 - 21;3415;7426;11676;1056;23573
16.01.2016;21 - 22;3324;7299;11593;1063;23278
16.01.2016;22 - 23;3174;7214;11396;1039;22823
16.01.2016;23 - 00;2674;7105;11276;1013;22068
17.01.2016;00 - 01;1819;6365;11222;998;20404
17.01.2016;01 - 02;1615;5861;11219;985;19681
17.01.2016;02 - 03;1650;5695;11219;984;19548
17.01.2016;03 - 04;1704;5547;11225;980;19457
17.01.2016;04 - 05;1674;5605;11227;992;19498
17.01.2016;05 - 06;1664;5743;11225;1025;19657
17.01.2016;06 - 07;1732;6176;11281;1083;20272
17.01.2016;07 - 08;2132;6773;11318;1092;21315
17.01.2016;08 - 09;2849;7355;11489;1091;22785
17.01.2016;09 - 10;3119;7448;11629;1094;23290
17.01.2016;10 - 11;3438;7560;11777;1110;23884
17.01.2016;11 - 12;3545;7540;11832;1116;24034
17.01.2016;12 - 13;3451;7467;11734;1094;23746
17.01.2016;13 - 14;3472;7373;11706;1056;23606
17.01.2016;14 - 15;3497;7258;11699;1023;23477
17.01.2016;15 - 16;3685;7151;11770;1015;23622
17.01.2016;16 - 17;3861;7075;11904;1075;23915
17.01.2016;17 - 18;3880;7092;12027;1108;24107
17.01.2016;18 - 19;3819;7203;12132;1136;24290
17.01.2016;19 - 20;3767;7110;12231;1117;24225
17.01.2016;20 - 21;3645;7060;12298;1108;24111
17.01.2016;21 - 22;3594;7049;12281;1118;24042
17.01.2016;22 - 23;3351;6891;12117;1100;23457
17.01.2016;23 - 00;2915;6419;11994;1028;22355
18.01.2016;00 - 01;1875;5971;11899;1010;20755
18.01.2016;01 - 02;1524;5725;11933;1019;20201
18.01.2016;02 - 03;1517;5684;11936;981;20119
18.01.2016;03 - 04;1521;5583;11919;1039;20063
18.01.2016;04 - 05;1598;5450;11883;1065;19996
18.01.2016;05 - 06;1956;5838;11993;1064;20852
18.01.2016;06 - 07;3806;6596;12243;1252;23897
18.01.2016;07 - 08;4422;7173;12272;1377;25244
18.01.2016;08 - 09;4512;7139;12339;1403;25393
18.01.2016;09 - 10;4499;6964;12322;1385;25170
18.01.2016;10 - 11;4529;7000;12431;1379;25340
18.01.2016;11 - 12;4510;7117;12420;1370;25417
18.01.2016;12 - 13;4524;7107;12403;1338;25373
18.01.2016;13 - 14;4524;7088;12383;1327;25321
18.01.2016;14 - 15;4520;7058;12341;1330;25249
18.01.2016;15 - 16;4522;7073;12312;1307;25214
18.01.2016;16 - 17;4522;7072;12262;1323;25178
18.01.2016;17 - 18;4520;7056;12285;1323;25183
18.01.2016;18 - 19;4538;7061;12224;1336;25159
18.01.2016;19 - 20;4521;7036;12197;1344;25097
18.01.2016;20 - 21;4426;6940;12036;1313;24715
18.01.2016;21 - 22;4094;6802;11759;1291;23946
18.01.2016;22 - 23;3516;6590;11573;1293;22972
18.01.2016;23 - 00;2730;6075;11340;1299;21444
19.01.2016;00 - 01;1930;5256;11193;1227;19605
19.01.2016;01 - 02;1662;4893;11144;1178;18876
19.01.2016;02 - 03;1579;4820;11112;1207;18718
19.01.2016;03 - 04;1569;4754;11160;1245;18728
19.01.2016;04 - 05;1753;4788;11183;1294;19018
19.01.2016;05 - 06;2245;5096;11229;1406;19976
19.01.2016;06 - 07;3332;6021;11552;1613;22517
19.01.2016;07 - 08;4234;6698;11670;1679;24281
19.01.2016;08 - 09;4397;6832;11656;1658;24544
19.01.2016;09 - 10;4442;6842;11635;1656;24574
19.01.2016;10 - 11;4332;6860;11833;1697;24723
19.01.2016;11 - 12;4208;6887;11857;1679;24631
19.01.2016;12 - 13;4231;6889;11807;1597;24524
19.01.2016;13 - 14;4103;6794;11689;1496;24082
19.01.2016;14 - 15;3982;6808;11677;1418;23885
19.01.2016;15 - 16;3983;6819;11700;1360;23864
19.01.2016;16 - 17;4156;6884;11791;1313;24144
19.01.2016;17 - 18;4470;6994;11927;1317;24708
19.01.2016;18 - 19;4193;6909;11913;1283;24297
19.01.2016;19 - 20;4060;6855;11816;1218;23950
19.01.2016;20 - 21;3877;6824;11675;1184;23560
19.01.2016;21 - 22;3515;6644;11628;1185;22971
19.01.2016;22 - 23;3173;6465;11552;1168;22357
19.01.2016;23 - 00;2582;6102;11384;1139;21206
20.01.2016;00 - 01;1998;5496;11121;1124;19738
20.01.2016;01 - 02;1844;5292;11230;1056;19421
20.01.2016;02 - 03;1925;5184;11343;1061;19513
20.01.2016;03 - 04;1846;5146;11395;1044;19430
20.01.2016;04 - 05;1945;5227;11424;1039;19635
20.01.2016;05 - 06;2430;5434;11482;1123;20470
20.01.2016;06 - 07;3823;6226;11749;1237;23035
20.01.2016;07 - 08;4577;6946;11949;1271;24743
20.01.2016;08 - 09;4600;7233;12005;1300;25137
20.01.2016;09 - 10;4539;7180;12013;1287;25019
20.01.2016;10 - 11;4470;7179;11966;1272;24887
20.01.2016;11 - 12;4266;7087;11942;1266;24561
20.01.2016;12 - 13;4130;7012;11803;1216;24161
20.01.2016;13 - 14;4032;6969;11728;1196;23925
20.01.2016;14 - 15;4277;7015;11791;1250;24332
20.01.2016;15 - 16;4519;6996;11802;1296;24614
20.01.2016;16 - 17;4515;7215;11936;1327;24993
20.01.2016;17 - 18;4514;7246;11985;1344;25089
20.01.2016;18 - 19;4531;7284;12043;1341;25198
20.01.2016;19 - 20;4507;7277;11970;1331;25085
20.01.2016;20 - 21;4402;7220;11812;1319;24753
20.01.2016;21 - 22;4128;7039;11560;1301;24028
20.01.2016;22 - 23;3943;6546;11493;1288;23269
20.01.2016;23 - 00;2814;5868;11487;1201;21369
21.01.2016;00 - 01;2389;5279;11441;1095;20204
21.01.2016;01 - 02;1992;5226;11385;1077;19680
21.01.2016;02 - 03;1851;5156;11338;1008;19353
21.01.2016;03 - 04;1663;5139;11265;987;19054
21.01.2016;04 - 05;1669;5257;11232;971;19129
21.01.2016;05 - 06;2126;5644;11329;1045;20145
21.01.2016;06 - 07;3176;6505;11722;1274;22678
21.01.2016;07 - 08;3946;7146;11867;1309;24267
21.01.2016;08 - 09;4284;7179;11885;1296;24644
21.01.2016;09 - 10;4333;7198;11892;1200;24623
21.01.2016;10 - 11;4365;7210;11777;1140;24492
21.01.2016;11 - 12;4332;7164;11679;1152;24327
21.01.2016;12 - 13;4397;7107;11623;1137;24263
21.01.2016;13 - 14;4232;7107;11594;1127;24059
21.01.2016;14 - 15;3885;7157;11554;1120;23716
21.01.2016;15 - 16;4271;7285;11688;1092;24335
21.01.2016;16 - 17;4596;7443;11861;1121;25021
21.01.2016;17 - 18;4597;7423;11871;1113;25005
21.01.2016;18 - 19;4604;7387;11846;1108;24946
21.01.2016;19 - 20;4446;7377;11830;1088;24741
