Consumption SE areas in MWh;;;;;;
Data was last updated 31-12-2019;;;;;;
;Hours;SE1;SE2;SE3;SE4;SE
01.01.2018;00 - 01;1141;2189;9735;2498;15564
01.01.2018;01 - 02;1016;2198;9584;2431;15229
01.01.2018;02 - 03;1206;2213;9438;2402;15259
01.01.2018;03 - 04;1195;2092;9381;2358;15026
01.01.2018;04 - 05;1201;2023;9235;2385;14844
01.01.2018;05 - 06;1230;2016;9346;2441;15033
01.01.2018;06 - 07;1268;1995;9546;2489;15298
01.01.2018;07 - 08;1262;2070;9720;2487;15538
01.01.2018;08 - 09;1322;2027;9939;2478;15765
01.01.2018;09 - 10;1211;2179;10190;2502;16082
01.01.2018;10 - 11;1349;2254;10491;2508;16602
01.01.2018;11 - 12;1294;2231;10786;2504;16814
01.01.2018;12 - 13;1267;2246;10934;2619;17065
01.01.2018;13 - 14;1337;2240;10978;2605;17160
01.01.2018;14 - 15;1379;2303;11082;2659;17423
01.01.2018;15 - 16;1335;2380;11436;2789;17940
01.01.2018;16 - 17;1369;2374;11689;2919;18351
01.01.2018;17 - 18;1296;2393;11732;3011;18433
01.01.2018;18 - 19;1324;2270;11625;2977;18196
01.01.2018;19 - 20;1341;2243;11384;2952;17919
01.01.2018;20 - 21;1290;2243;10973;2939;17445
01.01.2018;21 - 22;1298;2162;10559;2781;16799
01.01.2018;22 - 23;1237;2174;10236;2673;16321
01.01.2018;23 - 00;1169;1980;9758;2589;15495
02.01.2018;00 - 01;1141;1902;9316;2575;14934
02.01.2018;01 - 02;1150;1866;9139;2473;14628
02.01.2018;02 - 03;1145;1824;9143;2412;14524
02.01.2018;03 - 04;1113;1802;9363;2389;14667
02.01.2018;04 - 05;1034;1860;10275;2460;15629
02.01.2018;05 - 06;1138;1928;10735;2625;16426
02.01.2018;06 - 07;1265;2063;10542;2989;16858
02.01.2018;07 - 08;1318;2515;11602;3357;18792
02.01.2018;08 - 09;1295;2344;12098;3547;19285
02.01.2018;09 - 10;1248;2389;12205;3532;19373
02.01.2018;10 - 11;1303;2345;12524;3627;19798
02.01.2018;11 - 12;1317;2354;12621;3623;19915
02.01.2018;12 - 13;1324;2362;12618;3577;19881
02.01.2018;13 - 14;1324;2305;12500;3614;19742
02.01.2018;14 - 15;1270;2458;12530;3588;19846
02.01.2018;15 - 16;1342;2484;12892;3643;20361
02.01.2018;16 - 17;1324;2464;13074;3678;20539
02.01.2018;17 - 18;1321;2512;13198;3710;20741
02.01.2018;18 - 19;1322;2519;13071;3730;20642
02.01.2018;19 - 20;1262;2359;12734;3563;19918
02.01.2018;20 - 21;1212;2279;12177;3320;18988
02.01.2018;21 - 22;1205;2245;11695;3133;18278
02.01.2018;22 - 23;1114;2136;10991;3012;17253
02.01.2018;23 - 00;1283;1992;10380;2825;16480
03.01.2018;00 - 01;1177;1958;9903;2718;15755
03.01.2018;01 - 02;1172;1935;9649;2631;15387
03.01.2018;02 - 03;1148;1988;9649;2577;15361
03.01.2018;03 - 04;1166;1889;9632;2533;15220
03.01.2018;04 - 05;1209;1934;9720;2502;15364
03.01.2018;05 - 06;1140;1898;10237;2594;15869
03.01.2018;06 - 07;1307;1993;11144;2899;17344
03.01.2018;07 - 08;1192;2126;12054;3189;18561
03.01.2018;08 - 09;1300;2188;12475;3323;19286
03.01.2018;09 - 10;1288;2282;12516;3399;19485
03.01.2018;10 - 11;1308;2421;12836;3610;20175
03.01.2018;11 - 12;1269;2421;12811;3646;20147
03.01.2018;12 - 13;1317;2516;12860;3676;20369
03.01.2018;13 - 14;1351;2418;12911;3804;20484
03.01.2018;14 - 15;1450;2481;13034;3919;20884
03.01.2018;15 - 16;1428;2440;13364;3891;21123
03.01.2018;16 - 17;1420;2571;13528;3900;21419
03.01.2018;17 - 18;1435;2545;13537;3948;21465
03.01.2018;18 - 19;1353;2522;13303;3926;21104
03.01.2018;19 - 20;1385;2453;12903;3809;20550
03.01.2018;20 - 21;1332;2407;12378;3659;19777
03.01.2018;21 - 22;1209;2358;11855;3453;18875
03.01.2018;22 - 23;1296;2293;11321;3262;18172
03.01.2018;23 - 00;1301;2241;10650;3013;17204
04.01.2018;00 - 01;1173;2135;10163;2760;16231
04.01.2018;01 - 02;1263;2183;9923;2706;16075
04.01.2018;02 - 03;1226;2128;9802;2697;15852
04.01.2018;03 - 04;1186;2246;9543;2704;15679
04.01.2018;04 - 05;1332;2231;9498;2737;15797
04.01.2018;05 - 06;1346;2212;10278;2872;16707
04.01.2018;06 - 07;1198;2234;11565;3195;18191
04.01.2018;07 - 08;1516;2622;12732;3518;20388
04.01.2018;08 - 09;1515;2719;12883;3747;20864
04.01.2018;09 - 10;1375;2710;12723;3760;20568
04.01.2018;10 - 11;1516;2670;13083;3829;21097
04.01.2018;11 - 12;1451;2605;13228;3834;21118
04.01.2018;12 - 13;1538;2687;13459;3844;21528
04.01.2018;13 - 14;1435;2710;13402;3863;21411
04.01.2018;14 - 15;1514;2783;13220;3796;21313
04.01.2018;15 - 16;1667;2696;13677;3841;21880
04.01.2018;16 - 17;1534;2798;13693;3875;21899
04.01.2018;17 - 18;1558;2929;13694;3875;22056
04.01.2018;18 - 19;1292;2888;13431;3830;21440
04.01.2018;19 - 20;1428;2816;13007;3750;21001
04.01.2018;20 - 21;1460;2637;12620;3596;20313
04.01.2018;21 - 22;1360;2581;12061;3373;19374
04.01.2018;22 - 23;1373;2514;11533;3194;18614
04.01.2018;23 - 00;1236;2376;10942;2951;17505
05.01.2018;00 - 01;1260;2257;10506;2793;16816
05.01.2018;01 - 02;1258;2295;10171;2715;16439
05.01.2018;02 - 03;1239;2293;10081;2697;16310
05.01.2018;03 - 04;1230;2322;10020;2704;16276
05.01.2018;04 - 05;1285;2334;10130;2729;16478
05.01.2018;05 - 06;1276;2233;10478;2823;16810
05.01.2018;06 - 07;1322;2311;11306;3131;18071
05.01.2018;07 - 08;1541;2461;12321;3502;19826
05.01.2018;08 - 09;1473;2605;12750;3680;20508
05.01.2018;09 - 10;1455;2613;12918;3696;20681
05.01.2018;10 - 11;1479;2723;13179;3791;21172
05.01.2018;11 - 12;1453;2586;13279;3777;21095
05.01.2018;12 - 13;1434;2580;13298;3737;21049
05.01.2018;13 - 14;1437;2601;13091;3695;20825
05.01.2018;14 - 15;1408;2598;13022;3656;20683
05.01.2018;15 - 16;1413;2692;13379;3699;21182
05.01.2018;16 - 17;1447;2772;13512;3771;21501
05.01.2018;17 - 18;1446;2657;13621;3771;21495
05.01.2018;18 - 19;1423;2580;13383;3664;21049
05.01.2018;19 - 20;1377;2439;12955;3510;20280
05.01.2018;20 - 21;1266;2339;12415;3348;19368
05.01.2018;21 - 22;1270;2275;11980;3230;18754
05.01.2018;22 - 23;1243;2134;11413;3100;17889
05.01.2018;23 - 00;1323;2089;10942;2932;17286
06.01.2018;00 - 01;1149;1959;10552;2816;16476
06.01.2018;01 - 02;1174;1982;10309;2746;16211
06.01.2018;02 - 03;1151;1968;10234;2713;16065
06.01.2018;03 - 04;1133;1961;10336;2700;16130
06.01.2018;04 - 05;1164;2014;10380;2699;16256
06.01.2018;05 - 06;1138;1982;10453;2734;16308
06.01.2018;06 - 07;1181;2048;10860;2805;16895
06.01.2018;07 - 08;1259;2166;11254;2941;17620
06.01.2018;08 - 09;1347;2273;11695;3066;18382
06.01.2018;09 - 10;1227;2349;11988;3196;18759
06.01.2018;10 - 11;1236;2212;12356;3320;19125
06.01.2018;11 - 12;1263;2234;12539;3367;19401
06.01.2018;12 - 13;1238;2331;12672;3372;19612
06.01.2018;13 - 14;1296;2314;12707;3346;19663
06.01.2018;14 - 15;1299;2373;12706;3301;19679
06.01.2018;15 - 16;1315;2542;12997;3331;20185
06.01.2018;16 - 17;1374;2560;13411;3515;20859
06.01.2018;17 - 18;1343;2503;13510;3521;20877
06.01.2018;18 - 19;1332;2423;13451;3452;20658
06.01.2018;19 - 20;1378;2310;13248;3328;20265
06.01.2018;20 - 21;1307;2353;12940;3211;19810
06.01.2018;21 - 22;1298;2295;12382;3195;19171
06.01.2018;22 - 23;1281;2219;11937;3116;18554
06.01.2018;23 - 00;1143;2193;11373;3056;17766
07.01.2018;00 - 01;1243;2012;11223;2971;17449
07.01.2018;01 - 02;1235;1994;11080;2931;17240
07.01.2018;02 - 03;1321;1947;10999;2912;17180
07.01.2018;03 - 04;1214;1957;11054;2914;17140
07.01.2018;04 - 05;1158;2004;11095;2985;17241
07.01.2018;05 - 06;1163;1976;11271;3028;17437
07.01.2018;06 - 07;1229;2155;11499;3158;18042
07.01.2018;07 - 08;1217;2271;11663;3329;18480
07.01.2018;08 - 09;1324;2239;12056;3434;19053
07.01.2018;09 - 10;1371;2185;12427;3596;19580
07.01.2018;10 - 11;1333;2104;12713;3608;19758
07.01.2018;11 - 12;1278;2169;12833;3581;19861
07.01.2018;12 - 13;1358;2125;12870;3501;19854
07.01.2018;13 - 14;1333;2123;12675;3407;19537
07.01.2018;14 - 15;1378;2089;12547;3380;19394
07.01.2018;15 - 16;1494;2432;12708;3464;20097
07.01.2018;16 - 17;1554;2514;13146;3692;20906
07.01.2018;17 - 18;1545;2496;13371;3819;21230
07.01.2018;18 - 19;1527;2339;13320;3849;21035
07.01.2018;19 - 20;1465;2190;13116;3773;20544
07.01.2018;20 - 21;1491;2236;12553;3656;19935
07.01.2018;21 - 22;1461;2152;12074;3489;19176
07.01.2018;22 - 23;1375;2080;11482;3343;18280
07.01.2018;23 - 00;1330;2110;11038;3136;17613
08.01.2018;00 - 01;1258;1967;10634;3009;16869
08.01.2018;01 - 02;1263;2063;10415;2911;16652
08.01.2018;02 - 03;1245;2059;10395;2934;16632
08.01.2018;03 - 04;1218;2136;10573;2942;16869
08.01.2018;04 - 05;1246;2210;10779;2989;17223
08.01.2018;05 - 06;1269;2092;11336;3097;17793
08.01.2018;06 - 07;1344;2547;12607;3537;20035
08.01.2018;07 - 08;1477;2705;13820;3990;21992
08.01.2018;08 - 09;1472;2460;14031;4099;22061
08.01.2018;09 - 10;1494;2189;14010;4090;21783
08.01.2018;10 - 11;1464;2287;14078;4120;21948
08.01.2018;11 - 12;1410;2410;14012;4159;21991
08.01.2018;12 - 13;1409;2529;13866;4046;21851
08.01.2018;13 - 14;1398;2491;13731;4044;21663
08.01.2018;14 - 15;1439;2430;13692;4039;21599
08.01.2018;15 - 16;1441;2515;13923;4144;22022
08.01.2018;16 - 17;1425;2497;14239;4220;22381
08.01.2018;17 - 18;1378;2443;14415;4239;22476
08.01.2018;18 - 19;1355;2450;14279;4200;22283
08.01.2018;19 - 20;1507;2323;13860;4093;21782
08.01.2018;20 - 21;1389;2159;13321;3908;20777
08.01.2018;21 - 22;1427;2250;12749;3692;20119
08.01.2018;22 - 23;1317;2127;12084;3499;19027
08.01.2018;23 - 00;1304;2068;11384;3313;18069
09.01.2018;00 - 01;1210;1942;10902;3148;17202
09.01.2018;01 - 02;1261;1875;10685;3095;16916
09.01.2018;02 - 03;1199;1985;10586;3091;16860
09.01.2018;03 - 04;1189;1992;10594;3142;16917
09.01.2018;04 - 05;1175;1979;10722;3199;17076
09.01.2018;05 - 06;1252;1916;11173;3397;17738
09.01.2018;06 - 07;1381;2088;12327;3842;19637
09.01.2018;07 - 08;1208;2254;13673;4258;21393
09.01.2018;08 - 09;1335;2496;13850;4335;22015
09.01.2018;09 - 10;1276;2252;13806;4250;21583
09.01.2018;10 - 11;1342;2219;13842;4263;21666
09.01.2018;11 - 12;1308;2288;13736;4186;21517
09.01.2018;12 - 13;1297;2182;13690;4071;21240
09.01.2018;13 - 14;1308;2099;13667;4003;21077
09.01.2018;14 - 15;1282;2216;13618;3946;21061
09.01.2018;15 - 16;1352;2331;13799;4001;21483
09.01.2018;16 - 17;1381;2375;14443;4056;22255
09.01.2018;17 - 18;1386;2370;14662;4075;22493
09.01.2018;18 - 19;1329;2301;14437;3972;22039
09.01.2018;19 - 20;1383;2291;14139;3863;21676
09.01.2018;20 - 21;1300;2543;13703;3693;21238
09.01.2018;21 - 22;1349;2640;13105;3502;20597
09.01.2018;22 - 23;1145;2367;12322;3297;19131
09.01.2018;23 - 00;1213;2243;11810;3105;18371
10.01.2018;00 - 01;1169;1941;11178;2965;17253
10.01.2018;01 - 02;1166;2093;11192;2879;17330
10.01.2018;02 - 03;1103;2024;11219;2811;17157
10.01.2018;03 - 04;1053;2047;11322;2823;17245
10.01.2018;04 - 05;1109;2109;11550;2859;17626
10.01.2018;05 - 06;1141;2168;12028;3069;18406
10.01.2018;06 - 07;1545;2500;13318;3581;20945
10.01.2018;07 - 08;1891;2704;14599;3892;23087
10.01.2018;08 - 09;1511;2780;14910;3938;23138
10.01.2018;09 - 10;1360;2769;14807;3891;22827
10.01.2018;10 - 11;1381;2661;14729;3896;22668
10.01.2018;11 - 12;1408;2584;14499;3898;22389
10.01.2018;12 - 13;1439;2535;14374;3861;22209
10.01.2018;13 - 14;1371;2514;14416;3913;22213
10.01.2018;14 - 15;1501;2635;14533;3940;22609
10.01.2018;15 - 16;1580;2648;14781;4029;23037
10.01.2018;16 - 17;1571;2681;14897;4023;23171
10.01.2018;17 - 18;1506;2650;14918;4003;23077
10.01.2018;18 - 19;1405;2590;14653;3908;22556
10.01.2018;19 - 20;1527;2625;14328;3800;22280
10.01.2018;20 - 21;1519;2585;13835;3586;21525
10.01.2018;21 - 22;1284;2436;13182;3351;20252
10.01.2018;22 - 23;1247;2623;12431;3163;19464
10.01.2018;23 - 00;1352;2529;11633;2928;18443
11.01.2018;00 - 01;1253;2429;11002;2828;17512
11.01.2018;01 - 02;1232;2370;10811;2714;17126
11.01.2018;02 - 03;1202;2204;10718;2710;16833
11.01.2018;03 - 04;1163;2127;10713;2729;16732
11.01.2018;04 - 05;1291;2147;10905;2788;17131
11.01.2018;05 - 06;1309;2127;11587;2983;18005
11.01.2018;06 - 07;1561;2344;12697;3358;19961
11.01.2018;07 - 08;1523;2554;13844;3669;21589
11.01.2018;08 - 09;1477;2657;13993;3764;21890
11.01.2018;09 - 10;1485;2631;13700;3680;21496
11.01.2018;10 - 11;1521;2702;13802;3730;21755
11.01.2018;11 - 12;1425;2703;13887;3724;21739
11.01.2018;12 - 13;1416;2880;13927;3687;21910
11.01.2018;13 - 14;1419;2831;14033;3694;21977
11.01.2018;14 - 15;1364;2876;14072;3697;22009
11.01.2018;15 - 16;1374;3017;14260;3789;22440
11.01.2018;16 - 17;1456;3018;14405;3842;22720
11.01.2018;17 - 18;1519;2962;14445;3878;22805
11.01.2018;18 - 19;1465;2888;14191;3766;22310
11.01.2018;19 - 20;1533;2702;13915;3729;21880
11.01.2018;20 - 21;1392;2639;13427;3535;20992
11.01.2018;21 - 22;1326;2631;12795;3387;20139
11.01.2018;22 - 23;1333;2723;12051;3150;19257
11.01.2018;23 - 00;1372;2461;11479;2933;18245
12.01.2018;00 - 01;1245;2195;11019;2854;17312
12.01.2018;01 - 02;1244;2291;10715;2785;17034
12.01.2018;02 - 03;1237;2280;10584;2737;16838
12.01.2018;03 - 04;1182;2331;10604;2773;16889
12.01.2018;04 - 05;1225;2403;10802;2811;17240
12.01.2018;05 - 06;1207;2530;11410;3088;18234
12.01.2018;06 - 07;1241;2797;12601;3512;20150
12.01.2018;07 - 08;1530;3043;13898;3929;22399
12.01.2018;08 - 09;1665;3060;13919;3965;22609
12.01.2018;09 - 10;1477;3000;13935;3971;22383
12.01.2018;10 - 11;1555;3090;13963;4054;22662
12.01.2018;11 - 12;1567;3019;13874;4056;22515
12.01.2018;12 - 13;1502;2964;13778;4019;22264
12.01.2018;13 - 14;1517;2942;13706;3997;22162
12.01.2018;14 - 15;1468;2851;13621;3925;21865
12.01.2018;15 - 16;1434;2882;13588;3836;21740
12.01.2018;16 - 17;1367;2898;13780;3895;21939
12.01.2018;17 - 18;1424;2898;13866;3907;22095
12.01.2018;18 - 19;1456;2927;13615;3805;21802
12.01.2018;19 - 20;1314;2798;13182;3579;20874
12.01.2018;20 - 21;1192;2681;12538;3429;19841
12.01.2018;21 - 22;1345;2567;12054;3251;19217
12.01.2018;22 - 23;1209;2498;11415;3084;18205
12.01.2018;23 - 00;1322;2453;11018;2975;17769
13.01.2018;00 - 01;1200;2330;10503;2882;16915
13.01.2018;01 - 02;1229;2399;10218;2794;16639
13.01.2018;02 - 03;1230;2340;10163;2764;16497
13.01.2018;03 - 04;1211;2451;10079;2753;16495
13.01.2018;04 - 05;1198;2421;10104;2733;16455
13.01.2018;05 - 06;1168;2400;10298;2824;16690
13.01.2018;06 - 07;1253;2390;10624;2977;17244
13.01.2018;07 - 08;1330;2499;11116;3236;18180
13.01.2018;08 - 09;1338;2501;11723;3395;18957
13.01.2018;09 - 10;1366;2601;12071;3528;19566
13.01.2018;10 - 11;1347;2704;12513;3634;20198
13.01.2018;11 - 12;1359;2564;12712;3737;20371
13.01.2018;12 - 13;1338;2493;12809;3755;20395
13.01.2018;13 - 14;1325;2440;12743;3762;20270
13.01.2018;14 - 15;1228;2395;12740;3705;20068
13.01.2018;15 - 16;1361;2362;12845;3695;20263
13.01.2018;16 - 17;1412;2472;13149;3828;20861
13.01.2018;17 - 18;1292;2650;13178;3828;20948
13.01.2018;18 - 19;1301;2686;13002;3729;20717
13.01.2018;19 - 20;1285;2504;12610;3620;20019
13.01.2018;20 - 21;1388;2355;12106;3454;19303
13.01.2018;21 - 22;1217;2457;11650;3329;18653
13.01.2018;22 - 23;1210;2407;11136;3202;17954
13.01.2018;23 - 00;1205;2205;10836;3080;17325
14.01.2018;00 - 01;1168;2191;10469;2963;16791
14.01.2018;01 - 02;1161;2309;10252;2891;16614
14.01.2018;02 - 03;1149;2329;10087;2852;16416
14.01.2018;03 - 04;1165;2360;10114;2824;16462
14.01.2018;04 - 05;1222;2352;10173;2825;16573
14.01.2018;05 - 06;1303;2299;10159;2864;16624
14.01.2018;06 - 07;1387;2279;10448;2918;17030
14.01.2018;07 - 08;1286;2419;10805;3040;17550
14.01.2018;08 - 09;1427;2459;11206;3188;18280
14.01.2018;09 - 10;1479;2510;11681;3344;19013
14.01.2018;10 - 11;1522;2502;12047;3464;19536
14.01.2018;11 - 12;1499;2569;12312;3554;19933
14.01.2018;12 - 13;1354;2551;12387;3620;19912
14.01.2018;13 - 14;1441;2448;12269;3630;19788
14.01.2018;14 - 15;1456;2527;12265;3644;19891
14.01.2018;15 - 16;1454;2525;12569;3726;20274
14.01.2018;16 - 17;1497;2517;13051;3863;20929
14.01.2018;17 - 18;1447;2517;13264;3960;21187
14.01.2018;18 - 19;1405;2482;13121;3912;20920
14.01.2018;19 - 20;1467;2345;12895;3796;20504
14.01.2018;20 - 21;1254;2186;12463;3638;19541
14.01.2018;21 - 22;1258;2208;11888;3463;18816
14.01.2018;22 - 23;1347;2231;11360;3294;18232
14.01.2018;23 - 00;1289;2041;10937;3143;17410
15.01.2018;00 - 01;1298;1893;10596;3144;16931
15.01.2018;01 - 02;1280;1858;10477;3139;16754
15.01.2018;02 - 03;1223;1981;10472;3103;16778
15.01.2018;03 - 04;1221;2004;10559;3078;16863
15.01.2018;04 - 05;1230;1881;10719;3113;16942
15.01.2018;05 - 06;1170;1972;11309;3315;17767
15.01.2018;06 - 07;1420;2332;12638;3778;20168
15.01.2018;07 - 08;1457;2582;13793;4173;22004
15.01.2018;08 - 09;1349;2485;14241;4243;22317
15.01.2018;09 - 10;1428;2394;14146;4163;22130
15.01.2018;10 - 11;1403;2360;14350;4250;22363
15.01.2018;11 - 12;1420;2358;14397;4280;22455
15.01.2018;12 - 13;1306;2326;14419;4291;22342
15.01.2018;13 - 14;1468;2383;14354;4231;22436
15.01.2018;14 - 15;1460;2422;14381;4178;22440
15.01.2018;15 - 16;1548;2519;14569;4228;22863
15.01.2018;16 - 17;1564;2463;14691;4257;22975
15.01.2018;17 - 18;1635;2481;14637;4260;23013
15.01.2018;18 - 19;1610;2431;14293;4172;22506
15.01.2018;19 - 20;1500;2373;13897;4097;21866
15.01.2018;20 - 21;1471;2359;13439;3912;21181
15.01.2018;21 - 22;1397;2371;12828;3738;20334
15.01.2018;22 - 23;1232;2285;12089;3521;19126
15.01.2018;23 - 00;1359;2131;11401;3300;18191
16.01.2018;00 - 01;1233;2195;11070;3174;17672
16.01.2018;01 - 02;1342;2227;10864;3113;17547
16.01.2018;02 - 03;1334;2131;10812;3098;17374
16.01.2018;03 - 04;1385;2243;10729;3087;17444
16.01.2018;04 - 05;1364;2179;10860;3125;17529
16.01.2018;05 - 06;1263;2319;11286;3250;18117
16.01.2018;06 - 07;1416;2414;12509;3579;19918
16.01.2018;07 - 08;1568;2746;13627;3976;21918
16.01.2018;08 - 09;1397;2694;13824;4145;22060
16.01.2018;09 - 10;1444;2625;13703;4131;21902
16.01.2018;10 - 11;1460;2631;13828;4119;22038
16.01.2018;11 - 12;1530;2479;13833;4106;21947
16.01.2018;12 - 13;1548;2477;13739;4054;21817
16.01.2018;13 - 14;1453;2521;13811;4041;21825
16.01.2018;14 - 15;1407;2618;13772;3979;21775
16.01.2018;15 - 16;1434;2613;13879;3973;21899
16.01.2018;16 - 17;1505;2518;14172;4031;22226
16.01.2018;17 - 18;1530;2550;14370;4105;22556
16.01.2018;18 - 19;1468;2438;14071;4001;21978
16.01.2018;19 - 20;1483;2569;13787;3894;21733
16.01.2018;20 - 21;1400;2532;13267;3713;20913
16.01.2018;21 - 22;1392;2452;12615;3520;19978
16.01.2018;22 - 23;1260;2353;11883;3268;18763
16.01.2018;23 - 00;1351;2367;11219;3034;17970
17.01.2018;00 - 01;1295;2456;10881;2896;17527
17.01.2018;01 - 02;1263;2298;10645;2888;17095
17.01.2018;02 - 03;1272;2285;10519;2885;16961
17.01.2018;03 - 04;1294;2252;10476;2927;16948
17.01.2018;04 - 05;1409;2227;10528;2969;17132
17.01.2018;05 - 06;1311;2313;11123;3149;17895
17.01.2018;06 - 07;1477;2504;12524;3627;20132
17.01.2018;07 - 08;1422;2503;13764;4044;21733
17.01.2018;08 - 09;1464;2681;13996;4082;22223
17.01.2018;09 - 10;1446;2667;13858;4003;21974
17.01.2018;10 - 11;1501;2736;13998;4058;22292
17.01.2018;11 - 12;1404;2586;13928;4039;21956
17.01.2018;12 - 13;1344;2636;13833;3936;21749
17.01.2018;13 - 14;1469;2543;13869;3923;21804
17.01.2018;14 - 15;1552;2564;13894;3913;21922
17.01.2018;15 - 16;1555;2692;14155;3938;22339
17.01.2018;16 - 17;1426;2613;14438;4025;22503
17.01.2018;17 - 18;1456;2594;14667;4118;22835
17.01.2018;18 - 19;1528;2672;14309;3996;22505
17.01.2018;19 - 20;1450;2535;13998;3930;21912
17.01.2018;20 - 21;1515;2441;13452;3770;21178
17.01.2018;21 - 22;1498;2265;12872;3559;20192
17.01.2018;22 - 23;1364;2282;12064;3380;19090
17.01.2018;23 - 00;1196;2040;11419;3175;17830
18.01.2018;00 - 01;1184;2035;11017;3009;17245
18.01.2018;01 - 02;1241;2044;10779;2939;17003
18.01.2018;02 - 03;1226;2081;10743;2948;16998
18.01.2018;03 - 04;1215;2160;10822;2971;17167
18.01.2018;04 - 05;1267;2168;10962;3020;17417
18.01.2018;05 - 06;1208;2300;11476;3194;18178
18.01.2018;06 - 07;1369;2241;12720;3617;19947
18.01.2018;07 - 08;1526;2585;13929;3965;22006
18.01.2018;08 - 09;1430;2608;14045;4022;22105
18.01.2018;09 - 10;1385;2585;13897;3998;21864
18.01.2018;10 - 11;1385;2636;13863;3991;21875
18.01.2018;11 - 12;1357;2506;13817;3968;21648
18.01.2018;12 - 13;1440;2555;13800;3907;21702
18.01.2018;13 - 14;1386;2498;13714;3935;21533
18.01.2018;14 - 15;1404;2577;13767;3920;21668
18.01.2018;15 - 16;1431;2647;14009;3966;22053
18.01.2018;16 - 17;1461;2721;14313;4029;22524
18.01.2018;17 - 18;1427;2644;14581;4099;22751
18.01.2018;18 - 19;1365;2607;14449;4002;22423
18.01.2018;19 - 20;1418;2631;14107;3933;22087
18.01.2018;20 - 21;1378;2565;13603;3789;21334
18.01.2018;21 - 22;1299;2464;12943;3631;20337
18.01.2018;22 - 23;1285;2367;12212;3413;19277
18.01.2018;23 - 00;1353;2275;11482;3201;18312
19.01.2018;00 - 01;1212;2237;11042;3112;17604
19.01.2018;01 - 02;1284;2204;10800;3065;17352
19.01.2018;02 - 03;1276;2181;10769;3056;17283
19.01.2018;03 - 04;1273;2185;10624;3039;17121
19.01.2018;04 - 05;1343;2314;10876;3071;17604
19.01.2018;05 - 06;1122;2278;11460;3260;18119
19.01.2018;06 - 07;1547;2620;12943;3708;20817
19.01.2018;07 - 08;1518;2678;14164;4120;22480
19.01.2018;08 - 09;1467;2682;14355;4166;22670
19.01.2018;09 - 10;1499;2543;14383;4131;22556
19.01.2018;10 - 11;1466;2628;14237;4117;22449
19.01.2018;11 - 12;1474;2532;14131;4052;22190
19.01.2018;12 - 13;1541;2534;13954;3941;21970
19.01.2018;13 - 14;1532;2519;13622;3860;21532
19.01.2018;14 - 15;1533;2542;13603;3775;21452
19.01.2018;15 - 16;1551;2559;13760;3774;21644
19.01.2018;16 - 17;1592;2615;14129;3889;22224
19.01.2018;17 - 18;1619;2666;14185;3968;22437
19.01.2018;18 - 19;1568;2595;13854;3889;21906
19.01.2018;19 - 20;1599;2559;13581;3763;21502
19.01.2018;20 - 21;1450;2461;12990;3601;20502
19.01.2018;21 - 22;1361;2370;12394;3364;19489
19.01.2018;22 - 23;1330;2274;11866;3248;18718
19.01.2018;23 - 00;1336;1990;11391;3076;17792
20.01.2018;00 - 01;1357;2161;10998;2965;17480
20.01.2018;01 - 02;1328;2156;10801;2916;17201
20.01.2018;02 - 03;1314;2092;10659;2876;16941
20.01.2018;03 - 04;1314;2096;10607;2874;16890
20.01.2018;04 - 05;1335;2108;10681;2900;17023
20.01.2018;05 - 06;1347;2176;10892;2966;17380
20.01.2018;06 - 07;1356;2283;11274;3072;17985
20.01.2018;07 - 08;1435;2351;11655;3225;18665
20.01.2018;08 - 09;1207;2576;12191;3367;19341
20.01.2018;09 - 10;1391;2450;12582;3481;19903
20.01.2018;10 - 11;1466;2482;12712;3533;20193
20.01.2018;11 - 12;1469;2450;12724;3556;20199
20.01.2018;12 - 13;1370;2451;12608;3513;19942
20.01.2018;13 - 14;1413;2404;12552;3449;19817
20.01.2018;14 - 15;1433;2306;12548;3417;19703
20.01.2018;15 - 16;1533;2413;12738;3435;20120
20.01.2018;16 - 17;1466;2502;13319;3545;20833
20.01.2018;17 - 18;1474;2480;13544;3632;21129
20.01.2018;18 - 19;1387;2459;13446;3585;20876
20.01.2018;19 - 20;1398;2480;13054;3467;20400
20.01.2018;20 - 21;1391;2444;12703;3330;19868
20.01.2018;21 - 22;1352;2411;12302;3237;19302
20.01.2018;22 - 23;1257;2251;11767;3120;18394
20.01.2018;23 - 00;1235;2176;11324;3008;17744
21.01.2018;00 - 01;1081;2108;11016;2859;17064
21.01.2018;01 - 02;1291;2114;10872;2814;17091
21.01.2018;02 - 03;1238;2133;10737;2750;16858
21.01.2018;03 - 04;1270;2203;10779;2731;16982
21.01.2018;04 - 05;1306;2162;10919;2753;17140
21.01.2018;05 - 06;1305;2159;11083;2842;17388
21.01.2018;06 - 07;1323;2186;11286;2957;17752
21.01.2018;07 - 08;1235;2203;11723;3077;18238
21.01.2018;08 - 09;1289;2371;12096;3175;18930
21.01.2018;09 - 10;1508;2459;12600;3305;19872
21.01.2018;10 - 11;1410;2425;12827;3406;20068
21.01.2018;11 - 12;1374;2393;13086;3437;20289
21.01.2018;12 - 13;1363;2353;13004;3440;20160
21.01.2018;13 - 14;1351;2291;12912;3401;19955
21.01.2018;14 - 15;1351;2302;12916;3396;19965
21.01.2018;15 - 16;1463;2390;13111;3469;20433
21.01.2018;16 - 17;1456;2524;13758;3635;21373
