Consumption SE areas in MWh;;;;;;
Data was last updated 01-01-2019;;;;;;
;Hours;SE1;SE2;SE3;SE4;SE
02.01.2017;12 - 13;1478;2921;13393;3914;21706
02.01.2017;13 - 14;1482;2964;13269;3941;21655
02.01.2017;14 - 15;1473;2990;13330;3970;21764
02.01.2017;15 - 16;1455;3082;13675;4110;22321
02.01.2017;16 - 17;1386;3116;13956;4245;22703
02.01.2017;17 - 18;1471;2857;14027;4266;22622
02.01.2017;18 - 19;1437;2823;13772;4222;22253
02.01.2017;19 - 20;1464;2920;13518;4121;22022
02.01.2017;20 - 21;1412;2902;13169;3959;21442
02.01.2017;21 - 22;1364;2897;12750;3773;20784
02.01.2017;22 - 23;1355;2790;12184;3585;19915
02.01.2017;23 - 00;1310;2717;11539;3405;18970
03.01.2017;00 - 01;1299;2686;11308;3154;18448
03.01.2017;01 - 02;1282;2579;11012;3095;17968
03.01.2017;02 - 03;1277;2598;10926;3071;17872
03.01.2017;03 - 04;1250;2597;10936;3034;17817
03.01.2017;04 - 05;1263;2619;10894;3080;17856
03.01.2017;05 - 06;1289;2628;11394;3234;18544
03.01.2017;06 - 07;1391;2737;12451;3566;20144
03.01.2017;07 - 08;1419;3010;13639;3939;22006
03.01.2017;08 - 09;1503;2931;14156;4109;22699
03.01.2017;09 - 10;1553;2853;14119;4031;22556
03.01.2017;10 - 11;1511;2947;14241;4102;22800
03.01.2017;11 - 12;1484;3130;14039;4101;22754
03.01.2017;12 - 13;1486;3076;13969;4067;22598
03.01.2017;13 - 14;1429;2980;13806;4162;22377
03.01.2017;14 - 15;1484;3066;13879;4132;22561
03.01.2017;15 - 16;1514;3111;14080;4108;22813
03.01.2017;16 - 17;1483;3113;14064;4016;22675
03.01.2017;17 - 18;1481;3052;14098;4020;22651
03.01.2017;18 - 19;1505;2853;13729;3841;21928
03.01.2017;19 - 20;1493;2870;13181;3786;21330
03.01.2017;20 - 21;1521;2825;12764;3636;20746
03.01.2017;21 - 22;1401;2693;12211;3428;19732
03.01.2017;22 - 23;1316;2601;11587;3296;18799
03.01.2017;23 - 00;1268;2513;11070;3136;17987
04.01.2017;00 - 01;1258;2580;10836;2983;17657
04.01.2017;01 - 02;1249;2462;10548;2883;17142
04.01.2017;02 - 03;1208;2483;10408;2815;16914
04.01.2017;03 - 04;1234;2510;10467;2825;17037
04.01.2017;04 - 05;1241;2585;10678;2926;17430
04.01.2017;05 - 06;1247;2618;11172;3128;18164
04.01.2017;06 - 07;1306;2744;12179;3441;19670
04.01.2017;07 - 08;1450;2986;13113;3758;21306
04.01.2017;08 - 09;1493;2997;13570;3928;21988
04.01.2017;09 - 10;1623;2998;13732;4101;22454
04.01.2017;10 - 11;1610;2931;14029;4215;22784
04.01.2017;11 - 12;1587;3054;14309;4178;23129
04.01.2017;12 - 13;1544;3170;14471;4120;23305
04.01.2017;13 - 14;1542;3112;14438;4177;23269
04.01.2017;14 - 15;1538;3147;14586;4173;23444
04.01.2017;15 - 16;1605;3346;14891;4170;24012
04.01.2017;16 - 17;1600;3313;15111;4239;24263
04.01.2017;17 - 18;1661;3366;15127;4280;24433
04.01.2017;18 - 19;1514;3334;14879;4232;23960
04.01.2017;19 - 20;1589;3331;14638;4182;23739
04.01.2017;20 - 21;1565;3229;14315;4042;23151
04.01.2017;21 - 22;1552;3180;13759;3928;22418
04.01.2017;22 - 23;1468;3085;13290;3748;21591
04.01.2017;23 - 00;1714;3027;12805;3608;21153
05.01.2017;00 - 01;1476;2823;12397;3557;20252
05.01.2017;01 - 02;1430;2916;12343;3482;20172
05.01.2017;02 - 03;1449;2916;12369;3488;20221
05.01.2017;03 - 04;1435;2910;12489;3516;20349
05.01.2017;04 - 05;1424;2974;12665;3602;20665
05.01.2017;05 - 06;1477;3062;13239;3821;21598
05.01.2017;06 - 07;1594;3265;14280;4105;23243
05.01.2017;07 - 08;1665;3453;15106;4435;24659
05.01.2017;08 - 09;1704;3428;15864;4632;25628
05.01.2017;09 - 10;1653;3350;15985;4717;25705
05.01.2017;10 - 11;1828;3413;16270;4762;26272
05.01.2017;11 - 12;1689;3327;16183;4676;25874
05.01.2017;12 - 13;1660;3388;15986;4562;25596
05.01.2017;13 - 14;1551;3454;15624;4467;25097
05.01.2017;14 - 15;1681;3539;15617;4509;25346
05.01.2017;15 - 16;1704;3588;15940;4607;25840
05.01.2017;16 - 17;1667;3516;16437;4713;26332
05.01.2017;17 - 18;1677;3583;16609;4749;26618
05.01.2017;18 - 19;1716;3477;16482;4690;26364
05.01.2017;19 - 20;1758;3472;16086;4644;25961
05.01.2017;20 - 21;1536;3306;15698;4494;25033
05.01.2017;21 - 22;1536;3225;14998;4326;24085
05.01.2017;22 - 23;1463;3056;14385;4178;23082
05.01.2017;23 - 00;1349;2813;13786;4008;21956
06.01.2017;00 - 01;1423;2960;13534;3867;21785
06.01.2017;01 - 02;1479;2768;13377;3809;21433
06.01.2017;02 - 03;1400;2709;13224;3759;21092
06.01.2017;03 - 04;1391;2754;13128;3752;21025
06.01.2017;04 - 05;1383;2696;13196;3845;21120
06.01.2017;05 - 06;1460;2799;13361;3945;21565
06.01.2017;06 - 07;1537;2924;13732;4167;22359
06.01.2017;07 - 08;1624;3059;14107;4372;23161
06.01.2017;08 - 09;1555;2985;14490;4529;23559
06.01.2017;09 - 10;1493;2891;14702;4630;23716
06.01.2017;10 - 11;1532;2913;15003;4591;24040
06.01.2017;11 - 12;1498;2982;15063;4524;24067
06.01.2017;12 - 13;1503;3033;14949;4437;23922
06.01.2017;13 - 14;1504;3066;14734;4356;23660
06.01.2017;14 - 15;1483;3029;14715;4372;23599
06.01.2017;15 - 16;1536;3252;14881;4439;24108
06.01.2017;16 - 17;1540;3271;15045;4633;24488
06.01.2017;17 - 18;1474;3152;15072;4699;24396
06.01.2017;18 - 19;1429;3126;14719;4581;23855
06.01.2017;19 - 20;1402;3118;14238;4437;23195
06.01.2017;20 - 21;1317;3015;13726;4248;22305
06.01.2017;21 - 22;1256;2929;13247;4044;21476
06.01.2017;22 - 23;1296;2690;12694;3853;20533
06.01.2017;23 - 00;1261;2613;12271;3658;19803
07.01.2017;00 - 01;1262;2591;11995;3562;19410
07.01.2017;01 - 02;1258;2591;11679;3476;19004
07.01.2017;02 - 03;1257;2590;11493;3489;18830
07.01.2017;03 - 04;1257;2549;11502;3413;18720
07.01.2017;04 - 05;1275;2596;11493;3422;18787
07.01.2017;05 - 06;1279;2439;11537;3495;18750
07.01.2017;06 - 07;1275;2513;11872;3572;19232
07.01.2017;07 - 08;1328;2558;12216;3713;19814
07.01.2017;08 - 09;1345;2738;12629;3903;20615
07.01.2017;09 - 10;1365;2942;12871;4022;21200
07.01.2017;10 - 11;1349;2777;13084;4159;21368
07.01.2017;11 - 12;1350;2833;13163;4179;21525
07.01.2017;12 - 13;1344;2983;13028;4204;21558
07.01.2017;13 - 14;1326;2688;12930;4154;21098
07.01.2017;14 - 15;1344;2578;12914;4057;20893
07.01.2017;15 - 16;1388;2802;13195;4049;21433
07.01.2017;16 - 17;1449;3010;13701;4132;22292
07.01.2017;17 - 18;1375;2892;13749;4131;22146
07.01.2017;18 - 19;1334;2755;13510;4078;21677
07.01.2017;19 - 20;1299;2658;13334;3973;21264
07.01.2017;20 - 21;1340;2682;13075;3850;20947
07.01.2017;21 - 22;1268;2650;12754;3720;20392
07.01.2017;22 - 23;1184;2597;12375;3545;19702
07.01.2017;23 - 00;1167;2488;12050;3397;19102
08.01.2017;00 - 01;1120;2475;11745;3260;18601
08.01.2017;01 - 02;1164;2601;11475;3169;18408
08.01.2017;02 - 03;1169;2557;11307;3126;18159
08.01.2017;03 - 04;1148;2309;11235;3106;17799
08.01.2017;04 - 05;1192;2304;11277;3102;17876
08.01.2017;05 - 06;1177;2446;11395;3155;18173
08.01.2017;06 - 07;1126;2313;11576;3257;18271
08.01.2017;07 - 08;1059;2366;11944;3373;18742
08.01.2017;08 - 09;1156;2453;12277;3481;19368
08.01.2017;09 - 10;1231;2660;12613;3590;20094
08.01.2017;10 - 11;1339;2834;12973;3688;20835
08.01.2017;11 - 12;1206;2676;13231;3752;20864
08.01.2017;12 - 13;1186;2584;13206;3772;20747
08.01.2017;13 - 14;1169;2541;13098;3773;20580
08.01.2017;14 - 15;1204;2611;13095;3811;20721
08.01.2017;15 - 16;1401;2730;13292;3852;21277
08.01.2017;16 - 17;1489;2741;13639;4025;21895
08.01.2017;17 - 18;1337;2655;13717;4078;21787
08.01.2017;18 - 19;1361;2609;13490;4038;21498
08.01.2017;19 - 20;1306;2635;13084;3950;20975
08.01.2017;20 - 21;1168;2617;12697;3861;20343
08.01.2017;21 - 22;1179;2453;12204;3675;19511
08.01.2017;22 - 23;1197;2517;11595;3426;18735
08.01.2017;23 - 00;1177;2408;11003;3227;17815
09.01.2017;00 - 01;1179;2457;10806;3134;17576
09.01.2017;01 - 02;1105;2394;10610;3046;17156
09.01.2017;02 - 03;1123;2400;10501;3032;17055
09.01.2017;03 - 04;1001;2510;10430;3021;16962
09.01.2017;04 - 05;1134;2312;10506;3054;17006
09.01.2017;05 - 06;1248;2464;10975;3217;17904
09.01.2017;06 - 07;1288;2431;12080;3614;19413
09.01.2017;07 - 08;1300;2753;13269;3990;21311
09.01.2017;08 - 09;1266;2730;13497;4067;21560
09.01.2017;09 - 10;1291;2710;13295;4010;21306
09.01.2017;10 - 11;1272;2810;13500;4095;21676
09.01.2017;11 - 12;1254;2906;13429;4150;21739
09.01.2017;12 - 13;1308;2683;13395;4177;21562
09.01.2017;13 - 14;1278;2662;13370;4182;21492
09.01.2017;14 - 15;1308;2711;13464;4117;21600
09.01.2017;15 - 16;1320;2984;13701;4195;22200
09.01.2017;16 - 17;1383;2903;13936;4328;22551
09.01.2017;17 - 18;1409;2623;14027;4345;22403
09.01.2017;18 - 19;1299;2638;13738;4237;21911
09.01.2017;19 - 20;1278;2578;13298;4067;21221
09.01.2017;20 - 21;1183;2368;12677;3863;20092
09.01.2017;21 - 22;1166;2415;12116;3646;19342
09.01.2017;22 - 23;1153;2441;11300;3391;18284
09.01.2017;23 - 00;1164;2341;10701;3144;17349
10.01.2017;00 - 01;1129;2435;10397;3023;16984
10.01.2017;01 - 02;1088;2224;10318;2981;16611
10.01.2017;02 - 03;1083;2282;10255;2981;16600
10.01.2017;03 - 04;1050;2299;10273;3008;16630
10.01.2017;04 - 05;1081;2296;10465;3047;16890
10.01.2017;05 - 06;1164;2430;10995;3279;17868
10.01.2017;06 - 07;1185;2638;12223;3760;19806
10.01.2017;07 - 08;1164;2763;13336;4224;21487
10.01.2017;08 - 09;1259;2778;13777;4290;22104
10.01.2017;09 - 10;1280;2800;13707;4232;22019
10.01.2017;10 - 11;1249;2933;13822;4270;22273
10.01.2017;11 - 12;1236;2900;13855;4319;22310
10.01.2017;12 - 13;1233;2689;13854;4291;22066
10.01.2017;13 - 14;1275;2764;13729;4283;22051
10.01.2017;14 - 15;1274;2841;13726;4251;22091
10.01.2017;15 - 16;1337;2962;13988;4289;22576
10.01.2017;16 - 17;1281;2829;14147;4360;22616
10.01.2017;17 - 18;1294;2795;14220;4386;22694
10.01.2017;18 - 19;1308;2779;13863;4283;22234
10.01.2017;19 - 20;1215;2686;13489;4193;21583
10.01.2017;20 - 21;1251;2605;13091;4046;20992
10.01.2017;21 - 22;1225;2498;12441;3862;20026
10.01.2017;22 - 23;1180;2272;11565;3578;18595
10.01.2017;23 - 00;1140;2252;10927;3357;17676
11.01.2017;00 - 01;1109;2298;10597;3163;17166
11.01.2017;01 - 02;1094;2290;10440;3064;16888
11.01.2017;02 - 03;1090;2235;10409;3047;16781
11.01.2017;03 - 04;1095;2253;10444;3054;16846
11.01.2017;04 - 05;1112;2213;10559;3109;16992
11.01.2017;05 - 06;1149;2293;11135;3290;17866
11.01.2017;06 - 07;1220;2323;12322;3688;19554
11.01.2017;07 - 08;1282;2499;13485;4111;21377
11.01.2017;08 - 09;1074;2523;13758;4221;21576
11.01.2017;09 - 10;1142;2680;13796;4214;21831
11.01.2017;10 - 11;1200;2695;13996;4342;22232
11.01.2017;11 - 12;1270;2555;14001;4419;22245
11.01.2017;12 - 13;1342;2604;14025;4421;22393
11.01.2017;13 - 14;1354;2539;13945;4521;22359
11.01.2017;14 - 15;1368;2607;13937;4528;22440
11.01.2017;15 - 16;1390;2613;14081;4539;22624
11.01.2017;16 - 17;1381;2574;14317;4471;22743
11.01.2017;17 - 18;1369;2592;14413;4443;22817
11.01.2017;18 - 19;1345;2643;14045;4269;22301
11.01.2017;19 - 20;1327;2494;13630;4094;21544
11.01.2017;20 - 21;1298;2524;13078;3888;20787
11.01.2017;21 - 22;1265;2506;12480;3662;19913
11.01.2017;22 - 23;1215;2316;11822;3451;18804
11.01.2017;23 - 00;1171;2278;11297;3218;17964
12.01.2017;00 - 01;1150;2304;11042;3123;17619
12.01.2017;01 - 02;1125;2307;10703;3058;17192
12.01.2017;02 - 03;1123;2340;10579;3033;17074
12.01.2017;03 - 04;1130;2380;10591;3050;17150
12.01.2017;04 - 05;1150;2416;10610;3081;17257
12.01.2017;05 - 06;1200;2424;11044;3261;17929
12.01.2017;06 - 07;1300;2616;12182;3698;19796
12.01.2017;07 - 08;1360;2735;13297;4095;21487
12.01.2017;08 - 09;1220;2764;13562;4182;21728
12.01.2017;09 - 10;1230;2761;13491;4205;21687
12.01.2017;10 - 11;1293;2768;13527;4219;21806
12.01.2017;11 - 12;1270;2769;13564;4177;21780
12.01.2017;12 - 13;1307;2803;13503;4069;21682
12.01.2017;13 - 14;1326;2796;13468;4030;21621
12.01.2017;14 - 15;1353;2770;13477;3998;21598
12.01.2017;15 - 16;1409;2839;13578;4006;21831
12.01.2017;16 - 17;1375;2954;14007;4112;22447
12.01.2017;17 - 18;1426;2841;14064;4189;22520
12.01.2017;18 - 19;1357;2890;13836;4141;22224
12.01.2017;19 - 20;1337;2894;13475;4032;21738
12.01.2017;20 - 21;1323;2842;13075;3933;21172
12.01.2017;21 - 22;1271;2825;12566;3779;20441
12.01.2017;22 - 23;1235;2665;11849;3607;19356
12.01.2017;23 - 00;1201;2633;11265;3368;18467
13.01.2017;00 - 01;1070;2491;10788;3248;17597
13.01.2017;01 - 02;1164;2489;10666;3156;17475
13.01.2017;02 - 03;1188;2493;10522;3158;17360
13.01.2017;03 - 04;1064;2486;10456;3179;17186
13.01.2017;04 - 05;1207;2547;10612;3170;17537
13.01.2017;05 - 06;1189;2682;11141;3385;18398
13.01.2017;06 - 07;1324;2822;12418;3835;20399
13.01.2017;07 - 08;1336;3052;13865;4236;22489
13.01.2017;08 - 09;1384;3032;14086;4338;22840
13.01.2017;09 - 10;1313;3120;14007;4242;22681
13.01.2017;10 - 11;1361;3117;14098;4244;22819
13.01.2017;11 - 12;1358;3016;14032;4246;22652
13.01.2017;12 - 13;1347;2874;13681;4151;22052
13.01.2017;13 - 14;1385;2705;13270;4073;21432
13.01.2017;14 - 15;1361;2767;12978;4021;21126
13.01.2017;15 - 16;1384;2936;13298;4030;21648
13.01.2017;16 - 17;1418;3032;13964;4135;22549
13.01.2017;17 - 18;1390;2883;14023;4216;22511
13.01.2017;18 - 19;1428;2957;13727;4081;22194
13.01.2017;19 - 20;1320;2935;13214;3916;21385
13.01.2017;20 - 21;1324;2692;12606;3740;20363
13.01.2017;21 - 22;1255;2602;12071;3546;19474
13.01.2017;22 - 23;1278;2431;11494;3368;18571
13.01.2017;23 - 00;1221;2368;11084;3205;17878
14.01.2017;00 - 01;1145;2395;10599;3070;17208
14.01.2017;01 - 02;1108;2336;10391;2981;16816
14.01.2017;02 - 03;1090;2277;10358;2964;16689
14.01.2017;03 - 04;1111;2199;10248;2944;16501
14.01.2017;04 - 05;1084;2289;10259;2990;16622
14.01.2017;05 - 06;1117;2436;10390;3062;17005
14.01.2017;06 - 07;1151;2529;10777;3149;17606
14.01.2017;07 - 08;1239;2494;11304;3324;18362
14.01.2017;08 - 09;1279;2610;12144;3446;19478
14.01.2017;09 - 10;1281;2711;12350;3594;19936
14.01.2017;10 - 11;1289;2677;12564;3682;20212
14.01.2017;11 - 12;1300;2674;12757;3700;20430
14.01.2017;12 - 13;1295;2636;12751;3644;20326
14.01.2017;13 - 14;1295;2649;12634;3633;20211
14.01.2017;14 - 15;1305;2620;12552;3550;20026
14.01.2017;15 - 16;1333;2726;12805;3615;20478
14.01.2017;16 - 17;1363;2970;13324;3839;21496
14.01.2017;17 - 18;1401;3132;13302;3942;21777
14.01.2017;18 - 19;1296;3007;13226;3914;21443
14.01.2017;19 - 20;1293;2672;12842;3821;20627
14.01.2017;20 - 21;1254;2761;12426;3692;20133
14.01.2017;21 - 22;1245;2652;12149;3507;19554
14.01.2017;22 - 23;1212;2505;11670;3340;18728
14.01.2017;23 - 00;1292;2586;11185;3200;18263
15.01.2017;00 - 01;1243;2464;10687;3044;17437
15.01.2017;01 - 02;1181;2458;10638;2988;17264
15.01.2017;02 - 03;1187;2421;10622;2947;17177
15.01.2017;03 - 04;1217;2400;10659;2946;17222
15.01.2017;04 - 05;1250;2433;10742;2960;17384
15.01.2017;05 - 06;1275;2530;10938;2966;17710
15.01.2017;06 - 07;1232;2536;11317;3095;18180
15.01.2017;07 - 08;1217;2589;11786;3264;18855
15.01.2017;08 - 09;1337;2659;12125;3432;19552
15.01.2017;09 - 10;1291;2726;12580;3589;20186
15.01.2017;10 - 11;1397;2681;12894;3723;20696
15.01.2017;11 - 12;1400;2745;12954;3739;20837
15.01.2017;12 - 13;1366;2675;12923;3750;20715
15.01.2017;13 - 14;1339;2702;12820;3716;20578
15.01.2017;14 - 15;1307;2702;12802;3694;20505
15.01.2017;15 - 16;1365;2741;13051;3757;20913
15.01.2017;16 - 17;1441;2892;13592;3931;21857
15.01.2017;17 - 18;1409;2955;13959;4052;22375
15.01.2017;18 - 19;1393;2824;13846;4036;22099
15.01.2017;19 - 20;1358;2835;13577;4002;21772
15.01.2017;20 - 21;1307;2821;13281;3939;21348
15.01.2017;21 - 22;1258;2796;12845;3810;20709
15.01.2017;22 - 23;1234;2780;12284;3576;19875
15.01.2017;23 - 00;1251;2604;11790;3398;19043
16.01.2017;00 - 01;1237;2515;11589;3255;18596
16.01.2017;01 - 02;1222;2450;11531;3266;18469
16.01.2017;02 - 03;1177;2442;11429;3306;18354
16.01.2017;03 - 04;1173;2547;11533;3394;18646
16.01.2017;04 - 05;1181;2652;11733;3440;19006
16.01.2017;05 - 06;1316;2843;12376;3646;20181
16.01.2017;06 - 07;1379;3591;13867;4176;23012
16.01.2017;07 - 08;1509;3286;14959;4589;24344
16.01.2017;08 - 09;1431;3087;15195;4545;24257
16.01.2017;09 - 10;1411;3123;15132;4604;24270
16.01.2017;10 - 11;1394;3207;15009;4655;24265
16.01.2017;11 - 12;1325;3127;14870;4597;23920
16.01.2017;12 - 13;1426;3024;14729;4517;23696
16.01.2017;13 - 14;1412;2972;14478;4439;23301
16.01.2017;14 - 15;1403;3070;14419;4353;23245
16.01.2017;15 - 16;1439;3242;14626;4401;23709
16.01.2017;16 - 17;1417;3178;14882;4474;23951
16.01.2017;17 - 18;1403;2981;15132;4607;24123
16.01.2017;18 - 19;1429;2908;14798;4552;23687
16.01.2017;19 - 20;1405;2777;14670;4414;23266
16.01.2017;20 - 21;1346;2690;14397;4258;22691
16.01.2017;21 - 22;1512;2603;13749;4117;21981
16.01.2017;22 - 23;1237;2496;13020;3882;20636
16.01.2017;23 - 00;1355;2426;12332;3626;19739
17.01.2017;00 - 01;1278;2483;11773;3478;19012
17.01.2017;01 - 02;1265;2537;11546;3411;18759
17.01.2017;02 - 03;1216;2553;11539;3390;18697
17.01.2017;03 - 04;1216;2438;11624;3425;18704
17.01.2017;04 - 05;1229;2446;11687;3476;18838
17.01.2017;05 - 06;1245;2553;12355;3707;19860
17.01.2017;06 - 07;1513;2672;13742;4213;22139
17.01.2017;07 - 08;1509;2868;14855;4612;23845
17.01.2017;08 - 09;1430;2857;15091;4677;24055
17.01.2017;09 - 10;1426;2858;14830;4610;23723
17.01.2017;10 - 11;1409;2764;14814;4556;23544
17.01.2017;11 - 12;1375;2888;14820;4480;23563
17.01.2017;12 - 13;1358;2807;14535;4423;23124
17.01.2017;13 - 14;1412;2874;14480;4387;23154
17.01.2017;14 - 15;1409;2821;14481;4380;23092
17.01.2017;15 - 16;1407;2744;14585;4442;23179
17.01.2017;16 - 17;1442;2908;14812;4507;23668
17.01.2017;17 - 18;1440;2796;14959;4564;23758
17.01.2017;18 - 19;1399;2645;14553;4469;23065
17.01.2017;19 - 20;1394;2614;14221;4339;22568
17.01.2017;20 - 21;1353;2645;13806;4162;21966
17.01.2017;21 - 22;1252;2497;13127;3938;20813
17.01.2017;22 - 23;1210;2451;12321;3687;19668
17.01.2017;23 - 00;1226;2343;11634;3462;18665
18.01.2017;00 - 01;1192;2374;11116;3195;17876
18.01.2017;01 - 02;1132;2484;10896;3130;17642
18.01.2017;02 - 03;1146;2520;10841;3155;17663
18.01.2017;03 - 04;1181;2494;10909;3205;17789
18.01.2017;04 - 05;1239;2595;10872;3261;17967
18.01.2017;05 - 06;1250;2475;11738;3372;18834
18.01.2017;06 - 07;1068;2611;13206;3773;20658
18.01.2017;07 - 08;1330;2673;13808;4167;21978
18.01.2017;08 - 09;1330;2762;14021;4229;22342
18.01.2017;09 - 10;1391;2794;14000;4228;22412
18.01.2017;10 - 11;1324;2840;13975;4249;22388
18.01.2017;11 - 12;1263;2866;13931;4257;22317
18.01.2017;12 - 13;1402;2824;13805;4189;22220
18.01.2017;13 - 14;1349;2912;13650;4223;22134
18.01.2017;14 - 15;1472;2745;13621;4198;22036
18.01.2017;15 - 16;1495;2699;13710;4247;22151
18.01.2017;16 - 17;1474;2793;14013;4222;22501
18.01.2017;17 - 18;1421;2822;14174;4240;22656
18.01.2017;18 - 19;1381;2737;13774;4125;22017
18.01.2017;19 - 20;1389;2697;13321;3986;21393
18.01.2017;20 - 21;1411;2608;12838;3804;20662
18.01.2017;21 - 22;1339;2583;12078;3619;19620
18.01.2017;22 - 23;1304;2409;11280;3390;18384
18.01.2017;23 - 00;1124;2334;10458;3164;17079
19.01.2017;00 - 01;1197;2199;10051;3007;16454
19.01.2017;01 - 02;1166;2159;9977;2924;16225
19.01.2017;02 - 03;1139;2241;9962;2844;16186
19.01.2017;03 - 04;1129;2206;9962;2846;16143
19.01.2017;04 - 05;1149;2225;9899;2868;16141
19.01.2017;05 - 06;1183;2353;10543;3041;17120
19.01.2017;06 - 07;1157;2571;11764;3461;18954
19.01.2017;07 - 08;1275;2647;12875;3882;20678
19.01.2017;08 - 09;1390;2802;13095;3993;21280
19.01.2017;09 - 10;1370;2838;13106;3961;21275
19.01.2017;10 - 11;1395;2806;13120;4000;21320
19.01.2017;11 - 12;1414;2900;13084;3997;21396
19.01.2017;12 - 13;1353;2819;13020;3967;21160
19.01.2017;13 - 14;1341;2863;12862;3964;21029
19.01.2017;14 - 15;1375;2874;12823;3930;21002
19.01.2017;15 - 16;1407;2938;12958;3958;21261
19.01.2017;16 - 17;1394;2930;13273;4014;21610
19.01.2017;17 - 18;1394;2999;13594;4098;22085
19.01.2017;18 - 19;1324;2867;13382;3978;21551
19.01.2017;19 - 20;1293;2896;13116;3850;21155
19.01.2017;20 - 21;1275;2830;12591;3740;20436
19.01.2017;21 - 22;1417;2747;11970;3567;19701
19.01.2017;22 - 23;1362;2581;11219;3309;18471
19.01.2017;23 - 00;1309;2598;10472;3090;17469
20.01.2017;00 - 01;1288;2531;10208;2930;16957
20.01.2017;01 - 02;1145;2488;9926;2908;16467
20.01.2017;02 - 03;1170;2512;9859;2922;16463
20.01.2017;03 - 04;1185;2399;9776;2930;16290
20.01.2017;04 - 05;1198;2301;9859;2944;16301
20.01.2017;05 - 06;1419;2446;10365;3075;17305
20.01.2017;06 - 07;1420;2678;11589;3511;19198
20.01.2017;07 - 08;1506;2649;12772;3864;20790
20.01.2017;08 - 09;1431;2600;13055;3922;21007
20.01.2017;09 - 10;1504;2701;12859;3903;20967
20.01.2017;10 - 11;1386;2783;12700;3881;20751
20.01.2017;11 - 12;1384;2593;12608;3789;20375
20.01.2017;12 - 13;1305;2378;12540;3633;19854
20.01.2017;13 - 14;1346;2466;12380;3604;19796
20.01.2017;14 - 15;1395;2442;12075;3516;19427
20.01.2017;15 - 16;1401;2463;11974;3489;19327
20.01.2017;16 - 17;1356;2698;12484;3584;20121
20.01.2017;17 - 18;1413;2739;12767;3725;20643
20.01.2017;18 - 19;1351;2580;12412;3687;20030
20.01.2017;19 - 20;1260;2599;12125;3577;19562
20.01.2017;20 - 21;1239;2548;11673;3427;18887
20.01.2017;21 - 22;1158;2539;11217;3279;18194
20.01.2017;22 - 23;1184;2566;10849;3133;17732
20.01.2017;23 - 00;1135;2496;10402;2984;17016
21.01.2017;00 - 01;1205;2384;10049;2797;16436
21.01.2017;01 - 02;1141;2326;9780;2718;15965
21.01.2017;02 - 03;1119;2088;9718;2643;15568
21.01.2017;03 - 04;1127;2137;9792;2667;15723
21.01.2017;04 - 05;1148;2299;9881;2703;16032
21.01.2017;05 - 06;1160;2320;10053;2830;16363
21.01.2017;06 - 07;1175;2251;10483;3001;16910
21.01.2017;07 - 08;1246;2398;10920;3208;17772
21.01.2017;08 - 09;1251;2437;11341;3382;18411
21.01.2017;09 - 10;1314;2590;11641;3481;19026
21.01.2017;10 - 11;1338;2679;11876;3553;19446
21.01.2017;11 - 12;1244;2633;11809;3551;19236
21.01.2017;12 - 13;1295;2671;11695;3501;19161
21.01.2017;13 - 14;1270;2475;11533;3452;18730
21.01.2017;14 - 15;1256;2363;11379;3432;18429
