Wind power SE in MWh;;;;;;
Data was last updated 24-09-2018;;;;;;
;Hours;SE1;SE2;SE3;SE4;SE
12.03.2018;08 - 09;40;404;653;190;
12.03.2018;09 - 10;29;396;554;127;
12.03.2018;10 - 11;24;379;424;80;
12.03.2018;11 - 12;12;357;320;69;
12.03.2018;12 - 13;13;342;223;53;
12.03.2018;13 - 14;15;311;143;39;
12.03.2018;14 - 15;9;328;95;35;
12.03.2018;15 - 16;10;383;68;47;
12.03.2018;16 - 17;22;424;52;43;
12.03.2018;17 - 18;28;439;50;34;
12.03.2018;18 - 19;38;372;54;38;
12.03.2018;19 - 20;43;271;71;44;
12.03.2018;20 - 21;40;226;86;38;
12.03.2018;21 - 22;34;198;89;37;
12.03.2018;22 - 23;30;188;89;41;
12.03.2018;23 - 00;34;176;106;65;
13.03.2018;00 - 01;53;202;158;107;
13.03.2018;01 - 02;93;199;202;151;
13.03.2018;02 - 03;129;213;253;175;
13.03.2018;03 - 04;155;234;293;199;
13.03.2018;04 - 05;171;246;334;216;
13.03.2018;05 - 06;181;252;366;240;
13.03.2018;06 - 07;188;273;381;246;
13.03.2018;07 - 08;182;292;404;235;
13.03.2018;08 - 09;179;274;421;232;
13.03.2018;09 - 10;186;240;425;235;
13.03.2018;10 - 11;180;222;436;232;
13.03.2018;11 - 12;193;235;434;232;
13.03.2018;12 - 13;199;277;449;257;
13.03.2018;13 - 14;214;354;464;260;
13.03.2018;14 - 15;234;446;515;257;
13.03.2018;15 - 16;281;500;587;246;
13.03.2018;16 - 17;306;587;590;248;
13.03.2018;17 - 18;331;728;611;203;
13.03.2018;18 - 19;323;744;594;203;
13.03.2018;19 - 20;335;814;587;188;
13.03.2018;20 - 21;344;828;583;188;
13.03.2018;21 - 22;345;849;550;188;
13.03.2018;22 - 23;351;876;525;183;
13.03.2018;23 - 00;360;906;512;164;
14.03.2018;00 - 01;360;949;482;171;
14.03.2018;01 - 02;365;959;452;171;
14.03.2018;02 - 03;363;1091;441;174;
14.03.2018;03 - 04;358;1205;424;178;
14.03.2018;04 - 05;362;1229;464;187;
14.03.2018;05 - 06;377;1158;462;173;
14.03.2018;06 - 07;369;1080;416;172;
14.03.2018;07 - 08;331;928;398;161;
14.03.2018;08 - 09;247;651;307;141;
14.03.2018;09 - 10;174;433;219;135;
14.03.2018;10 - 11;140;271;171;117;
14.03.2018;11 - 12;148;228;135;103;
14.03.2018;12 - 13;159;221;122;86;
14.03.2018;13 - 14;179;205;111;66;
14.03.2018;14 - 15;182;170;96;62;
14.03.2018;15 - 16;186;157;80;59;
14.03.2018;16 - 17;207;141;71;49;
14.03.2018;17 - 18;251;156;81;52;
14.03.2018;18 - 19;283;223;117;76;
14.03.2018;19 - 20;323;247;186;107;
14.03.2018;20 - 21;326;275;292;137;
14.03.2018;21 - 22;306;318;379;163;
14.03.2018;22 - 23;299;314;434;165;
14.03.2018;23 - 00;297;303;476;185;
15.03.2018;00 - 01;277;261;440;199;
15.03.2018;01 - 02;268;259;440;234;
15.03.2018;02 - 03;261;294;428;266;
15.03.2018;03 - 04;277;346;441;299;
15.03.2018;04 - 05;274;383;532;329;
15.03.2018;05 - 06;249;400;601;382;
15.03.2018;06 - 07;219;419;593;422;
15.03.2018;07 - 08;197;385;592;529;
15.03.2018;08 - 09;150;319;540;617;
15.03.2018;09 - 10;101;197;588;672;
15.03.2018;10 - 11;75;120;703;647;
15.03.2018;11 - 12;50;88;782;700;
15.03.2018;12 - 13;41;73;814;805;
15.03.2018;13 - 14;31;60;845;922;
15.03.2018;14 - 15;31;59;847;1009;
15.03.2018;15 - 16;47;57;853;1056;
15.03.2018;16 - 17;76;60;877;1137;
15.03.2018;17 - 18;130;99;884;1143;
15.03.2018;18 - 19;186;196;924;1145;
15.03.2018;19 - 20;232;285;1035;1163;
15.03.2018;20 - 21;210;334;1071;1157;
15.03.2018;21 - 22;208;337;1116;1165;
15.03.2018;22 - 23;202;338;1084;1158;
15.03.2018;23 - 00;185;365;1040;1152;
16.03.2018;00 - 01;167;356;1030;1127;
16.03.2018;01 - 02;149;348;1005;1081;
16.03.2018;02 - 03;148;321;1010;1080;
16.03.2018;03 - 04;152;310;1077;1100;
16.03.2018;04 - 05;160;324;1082;1082;
16.03.2018;05 - 06;162;337;1084;1128;
16.03.2018;06 - 07;148;363;1132;1177;
16.03.2018;07 - 08;134;369;1071;1202;
16.03.2018;08 - 09;104;319;924;1248;
16.03.2018;09 - 10;53;231;838;1292;
16.03.2018;10 - 11;32;161;993;1310;
16.03.2018;11 - 12;22;103;1227;1303;
16.03.2018;12 - 13;22;78;1263;1273;
16.03.2018;13 - 14;29;67;1246;1260;
16.03.2018;14 - 15;35;72;1216;1278;
16.03.2018;15 - 16;37;73;1193;1227;
16.03.2018;16 - 17;42;84;1140;1245;
16.03.2018;17 - 18;68;110;1030;1194;
16.03.2018;18 - 19;88;183;1012;1102;
16.03.2018;19 - 20;96;292;1063;1089;
16.03.2018;20 - 21;116;326;1178;1099;
16.03.2018;21 - 22;127;358;1190;1093;
16.03.2018;22 - 23;139;360;1189;1122;
16.03.2018;23 - 00;169;346;1214;1105;
17.03.2018;00 - 01;217;317;1266;1097;
17.03.2018;01 - 02;240;365;1190;1073;
17.03.2018;02 - 03;260;484;1095;1097;
17.03.2018;03 - 04;282;638;1005;1100;
17.03.2018;04 - 05;280;803;993;1090;
17.03.2018;05 - 06;290;992;998;1088;
17.03.2018;06 - 07;311;1139;975;1049;
17.03.2018;07 - 08;307;1192;864;974;
17.03.2018;08 - 09;301;1135;670;982;
17.03.2018;09 - 10;281;1078;555;1068;
17.03.2018;10 - 11;278;920;570;1125;
17.03.2018;11 - 12;215;836;669;1154;
17.03.2018;12 - 13;226;784;640;1159;
17.03.2018;13 - 14;260;928;582;1133;
17.03.2018;14 - 15;330;921;526;1119;
17.03.2018;15 - 16;357;961;466;1094;
17.03.2018;16 - 17;387;1198;439;1052;
17.03.2018;17 - 18;407;1373;406;974;
17.03.2018;18 - 19;420;1519;476;948;
17.03.2018;19 - 20;437;1586;568;894;
17.03.2018;20 - 21;438;1660;562;875;
17.03.2018;21 - 22;456;1748;494;801;
17.03.2018;22 - 23;467;1874;448;712;
17.03.2018;23 - 00;484;1886;439;675;
18.03.2018;00 - 01;485;1877;490;621;
18.03.2018;01 - 02;483;1825;525;550;
18.03.2018;02 - 03;497;1855;521;515;
18.03.2018;03 - 04;481;1881;543;497;
18.03.2018;04 - 05;449;1892;623;488;
18.03.2018;05 - 06;449;1913;687;481;
18.03.2018;06 - 07;424;1913;710;427;
18.03.2018;07 - 08;420;1940;707;325;
18.03.2018;08 - 09;455;1931;647;222;
18.03.2018;09 - 10;443;1910;529;192;
18.03.2018;10 - 11;431;1887;480;243;
18.03.2018;11 - 12;423;1926;495;170;
18.03.2018;12 - 13;413;1916;520;143;
18.03.2018;13 - 14;375;1890;580;128;
18.03.2018;14 - 15;358;1916;643;114;
18.03.2018;15 - 16;341;1905;667;109;
18.03.2018;16 - 17;342;1871;697;96;
18.03.2018;17 - 18;373;1796;735;91;
18.03.2018;18 - 19;390;1673;858;104;
18.03.2018;19 - 20;348;1621;957;140;
18.03.2018;20 - 21;314;1554;1038;187;
18.03.2018;21 - 22;378;1610;1104;203;
18.03.2018;22 - 23;408;1476;1199;219;
18.03.2018;23 - 00;406;1502;1234;251;
19.03.2018;00 - 01;425;1428;1277;290;
19.03.2018;01 - 02;435;1379;1292;336;
19.03.2018;02 - 03;429;1315;1278;343;
19.03.2018;03 - 04;443;1298;1300;354;
19.03.2018;04 - 05;428;1297;1310;351;
19.03.2018;05 - 06;425;1192;1281;399;
19.03.2018;06 - 07;363;1160;1354;478;
19.03.2018;07 - 08;339;1331;1377;491;
19.03.2018;08 - 09;323;1443;1448;383;
19.03.2018;09 - 10;313;1537;1373;331;
19.03.2018;10 - 11;288;1720;1280;382;
19.03.2018;11 - 12;279;1763;1350;412;
19.03.2018;12 - 13;282;1775;1345;487;
19.03.2018;13 - 14;322;1732;1258;542;
19.03.2018;14 - 15;393;1700;1191;588;
19.03.2018;15 - 16;441;1753;979;601;
19.03.2018;16 - 17;449;1712;922;575;
19.03.2018;17 - 18;423;1729;851;535;
19.03.2018;18 - 19;415;1637;824;509;
19.03.2018;19 - 20;402;1582;924;439;
19.03.2018;20 - 21;398;1461;1030;349;
19.03.2018;21 - 22;386;1340;1153;278;
19.03.2018;22 - 23;339;1211;1287;259;
19.03.2018;23 - 00;306;1083;1249;242;
20.03.2018;00 - 01;265;1002;1289;295;
20.03.2018;01 - 02;209;948;1298;360;
20.03.2018;02 - 03;173;972;1308;503;
20.03.2018;03 - 04;155;949;1245;622;
20.03.2018;04 - 05;132;811;1255;671;
20.03.2018;05 - 06;96;635;1289;713;
20.03.2018;06 - 07;76;496;1198;769;
20.03.2018;07 - 08;56;347;1043;713;
20.03.2018;08 - 09;29;184;832;564;
20.03.2018;09 - 10;7;93;756;497;
20.03.2018;10 - 11;14;75;639;559;
20.03.2018;11 - 12;15;58;558;575;
20.03.2018;12 - 13;14;70;537;552;
20.03.2018;13 - 14;28;77;456;516;
20.03.2018;14 - 15;38;119;345;466;
20.03.2018;15 - 16;54;143;282;426;
20.03.2018;16 - 17;83;195;233;363;
20.03.2018;17 - 18;170;365;191;287;
20.03.2018;18 - 19;303;702;217;246;
20.03.2018;19 - 20;388;1032;315;249;
20.03.2018;20 - 21;420;1274;452;210;
20.03.2018;21 - 22;469;1429;614;127;
20.03.2018;22 - 23;464;1561;751;70;
20.03.2018;23 - 00;449;1608;774;69;
21.03.2018;00 - 01;441;1702;823;95;
21.03.2018;01 - 02;445;1659;925;133;
21.03.2018;02 - 03;412;1673;1072;189;
21.03.2018;03 - 04;374;1697;1105;264;
21.03.2018;04 - 05;351;1660;1117;330;
21.03.2018;05 - 06;323;1701;1105;387;
21.03.2018;06 - 07;283;1711;1110;420;
21.03.2018;07 - 08;275;1611;953;415;
21.03.2018;08 - 09;250;1447;731;315;
21.03.2018;09 - 10;210;1399;530;221;
21.03.2018;10 - 11;250;1385;471;247;
21.03.2018;11 - 12;268;1342;478;317;
21.03.2018;12 - 13;278;1357;505;406;
21.03.2018;13 - 14;251;1218;563;466;
21.03.2018;14 - 15;247;1219;606;468;
21.03.2018;15 - 16;235;1050;668;490;
21.03.2018;16 - 17;193;828;699;512;
21.03.2018;17 - 18;187;827;755;564;
21.03.2018;18 - 19;169;857;861;614;
21.03.2018;19 - 20;168;951;1045;612;
21.03.2018;20 - 21;178;1021;1119;642;
21.03.2018;21 - 22;190;1098;1126;738;
21.03.2018;22 - 23;152;1073;979;761;
21.03.2018;23 - 00;161;1043;805;639;
22.03.2018;00 - 01;152;986;688;564;
22.03.2018;01 - 02;165;1114;599;578;
22.03.2018;02 - 03;179;1235;552;590;
22.03.2018;03 - 04;200;1328;456;541;
22.03.2018;04 - 05;253;1346;425;460;
22.03.2018;05 - 06;303;1508;427;398;
22.03.2018;06 - 07;318;1616;447;292;
22.03.2018;07 - 08;307;1587;414;151;
22.03.2018;08 - 09;272;1435;303;63;
22.03.2018;09 - 10;260;1397;242;27;
22.03.2018;10 - 11;253;1366;232;17;
22.03.2018;11 - 12;229;1283;293;17;
22.03.2018;12 - 13;197;1114;272;25;
22.03.2018;13 - 14;199;1077;316;32;
22.03.2018;14 - 15;230;879;378;39;
22.03.2018;15 - 16;205;747;397;60;
22.03.2018;16 - 17;183;568;381;71;
22.03.2018;17 - 18;199;470;323;62;
22.03.2018;18 - 19;204;392;302;91;
22.03.2018;19 - 20;168;358;326;138;
22.03.2018;20 - 21;140;296;334;160;
22.03.2018;21 - 22;151;132;286;152;
22.03.2018;22 - 23;146;96;203;106;
22.03.2018;23 - 00;144;96;128;92;
23.03.2018;00 - 01;157;67;69;82;
23.03.2018;01 - 02;155;42;45;71;
23.03.2018;02 - 03;116;26;30;52;
23.03.2018;03 - 04;79;17;23;38;
23.03.2018;04 - 05;48;31;27;25;
23.03.2018;05 - 06;44;73;44;15;
23.03.2018;06 - 07;48;113;70;8;
23.03.2018;07 - 08;35;158;94;8;
23.03.2018;08 - 09;26;208;97;6;
23.03.2018;09 - 10;26;237;69;2;
23.03.2018;10 - 11;21;291;61;6;
23.03.2018;11 - 12;21;347;81;14;
23.03.2018;12 - 13;24;476;118;33;
23.03.2018;13 - 14;24;597;181;59;
23.03.2018;14 - 15;24;658;246;67;
23.03.2018;15 - 16;29;688;302;81;
23.03.2018;16 - 17;38;736;342;87;
23.03.2018;17 - 18;57;848;370;110;
23.03.2018;18 - 19;111;1021;498;164;
23.03.2018;19 - 20;170;1153;589;227;
23.03.2018;20 - 21;182;1240;654;299;
23.03.2018;21 - 22;185;1230;778;336;
23.03.2018;22 - 23;195;1180;897;344;
23.03.2018;23 - 00;194;1203;929;310;
24.03.2018;00 - 01;166;1139;930;278;
24.03.2018;01 - 02;143;1111;936;245;
24.03.2018;02 - 03;145;1097;882;207;
24.03.2018;03 - 04;123;1094;801;198;
24.03.2018;04 - 05;87;1141;806;191;
24.03.2018;05 - 06;70;1126;813;205;
24.03.2018;06 - 07;74;1069;854;209;
24.03.2018;07 - 08;62;993;883;225;
24.03.2018;08 - 09;37;884;889;240;
24.03.2018;09 - 10;18;849;982;249;
24.03.2018;10 - 11;14;750;982;250;
24.03.2018;11 - 12;20;667;975;260;
24.03.2018;12 - 13;23;643;985;301;
24.03.2018;13 - 14;26;699;1043;314;
24.03.2018;14 - 15;19;658;1055;303;
24.03.2018;15 - 16;18;654;996;269;
24.03.2018;16 - 17;22;586;994;251;
24.03.2018;17 - 18;36;700;970;244;
24.03.2018;18 - 19;70;867;945;266;
24.03.2018;19 - 20;91;952;944;289;
24.03.2018;20 - 21;121;963;970;302;
24.03.2018;21 - 22;132;1039;950;302;
24.03.2018;22 - 23;101;1025;926;292;
24.03.2018;23 - 00;114;991;874;270;
25.03.2018;00 - 01;133;1101;850;263;
25.03.2018;01 - 02;134;1141;788;219;
25.03.2018;02 - 03;;;;;
25.03.2018;03 - 04;136;1210;782;219;
25.03.2018;04 - 05;124;1240;808;196;
25.03.2018;05 - 06;116;1326;809;173;
25.03.2018;06 - 07;124;1291;803;160;
25.03.2018;07 - 08;128;1131;813;158;
25.03.2018;08 - 09;109;1016;719;148;
25.03.2018;09 - 10;93;761;563;119;
25.03.2018;10 - 11;96;631;453;108;
25.03.2018;11 - 12;98;658;408;136;
25.03.2018;12 - 13;99;679;397;150;
25.03.2018;13 - 14;94;593;441;169;
25.03.2018;14 - 15;103;535;536;195;
25.03.2018;15 - 16;113;490;639;191;
25.03.2018;16 - 17;130;459;678;178;
25.03.2018;17 - 18;158;475;675;169;
25.03.2018;18 - 19;225;459;707;150;
25.03.2018;19 - 20;274;542;761;166;
25.03.2018;20 - 21;319;673;852;194;
25.03.2018;21 - 22;375;723;868;208;
25.03.2018;22 - 23;429;690;905;216;
25.03.2018;23 - 00;425;674;866;212;
26.03.2018;00 - 01;382;686;736;209;
26.03.2018;01 - 02;375;691;711;202;
26.03.2018;02 - 03;382;648;625;215;
26.03.2018;03 - 04;388;636;550;227;
26.03.2018;04 - 05;382;672;471;215;
26.03.2018;05 - 06;393;703;457;184;
26.03.2018;06 - 07;416;747;502;173;
26.03.2018;07 - 08;405;773;532;155;
26.03.2018;08 - 09;339;674;615;140;
26.03.2018;09 - 10;242;478;747;143;
26.03.2018;10 - 11;205;262;754;149;
26.03.2018;11 - 12;171;200;718;171;
26.03.2018;12 - 13;177;164;632;192;
26.03.2018;13 - 14;171;181;539;197;
26.03.2018;14 - 15;197;268;494;199;
26.03.2018;15 - 16;187;378;447;199;
26.03.2018;16 - 17;190;453;386;192;
26.03.2018;17 - 18;161;479;345;209;
26.03.2018;18 - 19;170;413;304;208;
26.03.2018;19 - 20;235;477;269;205;
26.03.2018;20 - 21;309;613;250;188;
26.03.2018;21 - 22;328;733;250;203;
26.03.2018;22 - 23;362;790;249;261;
26.03.2018;23 - 00;353;777;295;298;
27.03.2018;00 - 01;337;833;321;305;
27.03.2018;01 - 02;341;25;1;0;
27.03.2018;02 - 03;312;37;1;0;
27.03.2018;03 - 04;299;43;0;0;
27.03.2018;04 - 05;252;39;1;0;
27.03.2018;05 - 06;250;39;1;0;
27.03.2018;06 - 07;265;42;1;0;
27.03.2018;07 - 08;251;38;1;0;
27.03.2018;08 - 09;232;26;1;0;
27.03.2018;09 - 10;213;15;1;0;
27.03.2018;10 - 11;163;5;1;0;
27.03.2018;11 - 12;142;5;1;0;
27.03.2018;12 - 13;172;6;1;0;
27.03.2018;13 - 14;152;6;0;0;
27.03.2018;14 - 15;133;7;0;0;
27.03.2018;15 - 16;117;12;0;0;
27.03.2018;16 - 17;150;14;0;0;
27.03.2018;17 - 18;156;15;0;0;
27.03.2018;18 - 19;164;19;0;0;
27.03.2018;19 - 20;198;21;0;0;
27.03.2018;20 - 21;249;26;0;0;
27.03.2018;21 - 22;285;45;0;0;
27.03.2018;22 - 23;283;42;0;0;
27.03.2018;23 - 00;265;42;0;0;
28.03.2018;00 - 01;263;724;191;625;
28.03.2018;01 - 02;244;652;155;580;
28.03.2018;02 - 03;227;619;137;592;
28.03.2018;03 - 04;149;628;151;650;
28.03.2018;04 - 05;90;538;135;673;
28.03.2018;05 - 06;84;452;150;667;
28.03.2018;06 - 07;50;355;159;714;
28.03.2018;07 - 08;42;246;146;785;
28.03.2018;08 - 09;27;132;131;760;
28.03.2018;09 - 10;21;51;83;703;
28.03.2018;10 - 11;21;15;105;747;
28.03.2018;11 - 12;33;5;175;848;
28.03.2018;12 - 13;45;5;207;897;
28.03.2018;13 - 14;42;7;236;904;
28.03.2018;14 - 15;47;14;226;859;
28.03.2018;15 - 16;38;26;237;885;
28.03.2018;16 - 17;39;31;268;901;
28.03.2018;17 - 18;54;40;299;893;
28.03.2018;18 - 19;69;57;285;878;
28.03.2018;19 - 20;105;83;310;937;
28.03.2018;20 - 21;189;148;441;959;
28.03.2018;21 - 22;226;204;570;1039;
28.03.2018;22 - 23;262;296;606;1064;
28.03.2018;23 - 00;234;376;629;1114;
29.03.2018;00 - 01;267;455;597;1137;
29.03.2018;01 - 02;267;455;597;1137;
29.03.2018;02 - 03;284;501;590;1173;
29.03.2018;03 - 04;305;590;603;1213;
29.03.2018;04 - 05;340;626;632;1228;
29.03.2018;05 - 06;373;589;696;1233;
29.03.2018;06 - 07;398;512;752;1297;
29.03.2018;07 - 08;392;525;820;1346;
29.03.2018;08 - 09;364;447;826;1322;
29.03.2018;09 - 10;344;382;727;1293;
29.03.2018;10 - 11;283;264;693;1304;
29.03.2018;11 - 12;177;186;810;1321;
29.03.2018;12 - 13;133;177;943;1332;
29.03.2018;13 - 14;129;268;975;1333;
29.03.2018;14 - 15;128;301;1018;1319;
29.03.2018;15 - 16;122;250;1043;1293;
29.03.2018;16 - 17;123;206;1053;1269;
29.03.2018;17 - 18;124;172;1020;1226;
29.03.2018;18 - 19;134;150;952;1196;
29.03.2018;19 - 20;144;110;848;1155;
29.03.2018;20 - 21;163;141;717;1097;
29.03.2018;21 - 22;167;202;683;1086;
29.03.2018;22 - 23;168;258;698;1042;
29.03.2018;23 - 00;169;289;697;947;
30.03.2018;00 - 01;170;291;584;826;
30.03.2018;01 - 02;142;280;565;727;
30.03.2018;02 - 03;134;228;572;618;
30.03.2018;03 - 04;114;229;579;552;
30.03.2018;04 - 05;86;220;603;541;
30.03.2018;05 - 06;84;234;634;519;
30.03.2018;06 - 07;70;176;653;506;
30.03.2018;07 - 08;48;115;629;464;
30.03.2018;08 - 09;29;66;455;339;
30.03.2018;09 - 10;12;18;263;287;
30.03.2018;10 - 11;10;4;207;235;
30.03.2018;11 - 12;21;11;209;228;
30.03.2018;12 - 13;34;14;205;195;
30.03.2018;13 - 14;54;14;186;154;
30.03.2018;14 - 15;62;9;149;118;
30.03.2018;15 - 16;70;11;122;116;
30.03.2018;16 - 17;83;12;103;109;
30.03.2018;17 - 18;80;15;99;112;
30.03.2018;18 - 19;71;19;101;123;
30.03.2018;19 - 20;118;43;127;118;
30.03.2018;20 - 21;149;77;155;123;
30.03.2018;21 - 22;222;90;182;128;
30.03.2018;22 - 23;233;58;180;95;
30.03.2018;23 - 00;211;34;143;82;
31.03.2018;00 - 01;210;65;134;92;
31.03.2018;01 - 02;148;69;139;155;
31.03.2018;02 - 03;136;59;142;183;
31.03.2018;03 - 04;142;52;126;231;
31.03.2018;04 - 05;146;27;130;291;
31.03.2018;05 - 06;128;11;131;369;
31.03.2018;06 - 07;132;8;137;391;
31.03.2018;07 - 08;109;12;137;333;
31.03.2018;08 - 09;80;12;102;300;
31.03.2018;09 - 10;38;3;57;324;
31.03.2018;10 - 11;19;2;48;377;
31.03.2018;11 - 12;29;3;64;444;
31.03.2018;12 - 13;47;13;90;469;
31.03.2018;13 - 14;71;38;116;484;
31.03.2018;14 - 15;96;47;124;457;
31.03.2018;15 - 16;106;43;127;488;
31.03.2018;16 - 17;99;40;136;540;
31.03.2018;17 - 18;70;53;159;577;
31.03.2018;18 - 19;65;71;174;579;
31.03.2018;19 - 20;93;114;205;541;
31.03.2018;20 - 21;73;153;277;562;
31.03.2018;21 - 22;40;167;350;594;
31.03.2018;22 - 23;34;163;333;615;
31.03.2018;23 - 00;33;137;292;601;
01.04.2018;00 - 01;24;92;301;591;
01.04.2018;01 - 02;10;48;279;600;
01.04.2018;02 - 03;11;32;283;574;
01.04.2018;03 - 04;12;36;299;560;
01.04.2018;04 - 05;17;36;329;602;
01.04.2018;05 - 06;20;57;333;657;
01.04.2018;06 - 07;20;76;367;700;
01.04.2018;07 - 08;22;88;437;759;
01.04.2018;08 - 09;14;88;457;827;
01.04.2018;09 - 10;8;56;435;873;
01.04.2018;10 - 11;3;25;426;902;
01.04.2018;11 - 12;6;15;475;827;
01.04.2018;12 - 13;10;18;504;756;
01.04.2018;13 - 14;10;15;480;731;
01.04.2018;14 - 15;16;20;470;713;
01.04.2018;15 - 16;19;23;467;705;
01.04.2018;16 - 17;18;20;452;706;
01.04.2018;17 - 18;20;24;410;714;
01.04.2018;18 - 19;29;25;362;662;
01.04.2018;19 - 20;47;42;314;575;
01.04.2018;20 - 21;51;52;355;534;
01.04.2018;21 - 22;40;76;428;511;
01.04.2018;22 - 23;46;96;499;484;
01.04.2018;23 - 00;23;118;535;448;
02.04.2018;00 - 01;15;148;579;456;
02.04.2018;01 - 02;10;158;603;472;
02.04.2018;02 - 03;6;160;624;490;
02.04.2018;03 - 04;4;158;640;489;
02.04.2018;04 - 05;4;177;697;515;
02.04.2018;05 - 06;2;197;727;534;
02.04.2018;06 - 07;5;209;787;543;
02.04.2018;07 - 08;8;247;747;510;
02.04.2018;08 - 09;12;257;540;399;
02.04.2018;09 - 10;11;219;358;316;
02.04.2018;10 - 11;10;161;307;292;
02.04.2018;11 - 12;10;145;353;285;
02.04.2018;12 - 13;21;209;410;298;
02.04.2018;13 - 14;33;273;433;304;
02.04.2018;14 - 15;57;302;454;338;
02.04.2018;15 - 16;89;345;456;383;
02.04.2018;16 - 17;121;375;418;378;
02.04.2018;17 - 18;147;371;343;323;
02.04.2018;18 - 19;158;329;277;208;
02.04.2018;19 - 20;198;356;249;117;
02.04.2018;20 - 21;274;528;285;121;
02.04.2018;21 - 22;338;634;315;120;
02.04.2018;22 - 23;340;641;376;135;
02.04.2018;23 - 00;344;594;361;109;
03.04.2018;00 - 01;350;600;280;83;
03.04.2018;01 - 02;357;599;245;61;
03.04.2018;02 - 03;368;576;207;48;
03.04.2018;03 - 04;372;582;198;79;
03.04.2018;04 - 05;379;623;200;175;
03.04.2018;05 - 06;381;614;207;268;
03.04.2018;06 - 07;386;588;265;390;
03.04.2018;07 - 08;376;461;312;462;
03.04.2018;08 - 09;316;269;273;486;
03.04.2018;09 - 10;257;134;196;519;
03.04.2018;10 - 11;229;76;167;490;
03.04.2018;11 - 12;228;82;223;488;
03.04.2018;12 - 13;249;85;284;466;
03.04.2018;13 - 14;258;77;347;446;
03.04.2018;14 - 15;273;84;387;381;
03.04.2018;15 - 16;253;89;467;316;
03.04.2018;16 - 17;234;84;513;324;
03.04.2018;17 - 18;202;91;562;312;
03.04.2018;18 - 19;164;113;570;319;
03.04.2018;19 - 20;157;188;652;336;
03.04.2018;20 - 21;174;285;807;340;
03.04.2018;21 - 22;179;382;889;394;
03.04.2018;22 - 23;178;400;933;449;
03.04.2018;23 - 00;173;482;941;472;
04.04.2018;00 - 01;162;570;976;452;
04.04.2018;01 - 02;151;625;1012;488;
04.04.2018;02 - 03;143;658;988;513;
04.04.2018;03 - 04;150;768;962;517;
04.04.2018;04 - 05;155;794;983;522;
04.04.2018;05 - 06;157;852;996;605;
04.04.2018;06 - 07;148;948;1061;617;
04.04.2018;07 - 08;124;1086;1041;608;
04.04.2018;08 - 09;87;1299;995;613;
04.04.2018;09 - 10;60;1307;983;592;
04.04.2018;10 - 11;46;1305;918;521;
04.04.2018;11 - 12;55;1310;838;460;
04.04.2018;12 - 13;111;1301;766;403;
04.04.2018;13 - 14;117;1359;728;339;
04.04.2018;14 - 15;159;1304;756;293;
04.04.2018;15 - 16;175;1172;704;240;
04.04.2018;16 - 17;206;1002;665;149;
04.04.2018;17 - 18;227;830;630;93;
04.04.2018;18 - 19;253;642;585;63;
04.04.2018;19 - 20;264;555;568;59;
04.04.2018;20 - 21;250;432;553;47;
04.04.2018;21 - 22;212;316;509;70;
04.04.2018;22 - 23;159;258;468;130;
04.04.2018;23 - 00;114;219;440;256;
05.04.2018;00 - 01;81;250;302;408;
05.04.2018;01 - 02;71;260;236;579;
05.04.2018;02 - 03;59;180;225;679;
05.04.2018;03 - 04;64;106;270;733;
05.04.2018;04 - 05;33;87;374;578;
05.04.2018;05 - 06;33;65;469;521;
05.04.2018;06 - 07;30;70;478;462;
05.04.2018;07 - 08;32;72;522;489;
05.04.2018;08 - 09;18;60;502;430;
05.04.2018;09 - 10;20;61;409;404;
05.04.2018;10 - 11;10;60;305;342;
05.04.2018;11 - 12;10;60;369;224;
05.04.2018;12 - 13;13;73;478;257;
05.04.2018;13 - 14;13;92;589;289;
05.04.2018;14 - 15;10;130;696;341;
05.04.2018;15 - 16;7;160;726;399;
05.04.2018;16 - 17;8;218;650;515;
05.04.2018;17 - 18;14;237;652;750;
05.04.2018;18 - 19;38;197;639;881;
05.04.2018;19 - 20;66;174;695;929;
05.04.2018;20 - 21;67;169;864;1070;
05.04.2018;21 - 22;52;147;1057;1125;
05.04.2018;22 - 23;53;165;1274;1274;
05.04.2018;23 - 00;63;173;1508;1347;
06.04.2018;00 - 01;98;194;1580;1398;
06.04.2018;01 - 02;139;216;1569;1398;
06.04.2018;02 - 03;163;280;1584;1402;
06.04.2018;03 - 04;205;303;1554;1410;
06.04.2018;04 - 05;255;424;1591;1414;
06.04.2018;05 - 06;306;560;1664;1424;
06.04.2018;06 - 07;331;730;1728;1421;
06.04.2018;07 - 08;365;823;1809;1414;
06.04.2018;08 - 09;375;1049;1798;1403;
06.04.2018;09 - 10;388;1256;1738;1390;
06.04.2018;10 - 11;376;1369;1688;1365;
06.04.2018;11 - 12;365;1500;1714;1365;
06.04.2018;12 - 13;378;1653;1720;1348;
06.04.2018;13 - 14;386;1799;1707;1292;
06.04.2018;14 - 15;402;1861;1634;1209;
06.04.2018;15 - 16;377;1867;1558;1068;
06.04.2018;16 - 17;343;1814;1368;908;
06.04.2018;17 - 18;355;1604;1144;660;
06.04.2018;18 - 19;354;1605;819;420;
06.04.2018;19 - 20;380;1386;604;244;
06.04.2018;20 - 21;385;1326;559;211;
06.04.2018;21 - 22;386;1314;556;216;
06.04.2018;22 - 23;387;1178;415;190;
06.04.2018;23 - 00;416;1068;351;165;
07.04.2018;00 - 01;412;1104;261;130;
